id,sphere_bubble_id,is_start,speech,npc_id,npc_spawner_id,next_bubble,sound_id,angle,chat_bubble_kind_id,facial,camera_id,change_speaker_name
756,346,t,"검독수리마루 마을에 어서들 오십시오! 안델프 최고, 아니 서부대륙 최고의 휴양지입니다!",4777,,757,,0,1,,,
757,346,f,마을 꼭대기에 있는 세상에서 가장 높은 곳에 있는 여관에서 만년설 맥주를 마시면서 비길 데 없는 경관을 즐기세요!  ,4777,0,0,,0,1,,,
758,347,t,혹시 도와주러 오신 분이오? 다행입니다. 여기 보이는 계단을 타고 올라가야 하는데 아까 싸움에서 다리를 다쳐서 못 올라가는 중이었다오! ,7478,0,759,,0,1,,,
759,347,f,제 동료 한 명도 폭탄 제거를 위해서 올라가 있소. 부디 가서 도와주시오!  ,7478,0,0,,0,1,,,
760,350,t,"정말 너무한 거 아니야? 발렌티누스 형님, 그렇게 성격이 까탈스러워서 이상한 감옥을 설계하고 거기에서 평생 간수장으로 살다 가셨지만 재산 많은 갑부였다는 걸 안다고.",7571,0,761,,0,1,,,
761,350,f,"맞아, 우리에게 재산을 넘겨주기 싫어서 보석으로 전부 바꾼 다음에 숨겨놓은 걸 누가 모를 줄 알고. 그저 외동딸인 발렌티나에게는 껌뻑 죽다시피 하기는. ",7572,0,762,,0,1,,,
762,350,f,"발렌티나도 발렌티나지, 오빠가 남겨놓은 재산을 찾을 힌트를 알고 있으면서 우리를 따돌리려고 달아나? 발이 얼마나 재빠른지 놓쳐버리다니 어니 나타나기만 해봐.",7573,0,763,,0,1,,,
763,350,f,발렌티나를 마지막으로 본 게 트램 정거장이었지? 다시 흩어져서 찾아보자고 흔적이 남아 있는지. ,7571,0,764,,0,1,,,
764,350,f,발렌티나라는 아가씨가 누군지는 몰라도 탐욕스런 친척들에게 쫓기다니 참 불쌍하군. 나도 한 번 돌아다니면서 그 아가씨를 찾아볼까? 도와줄 수 있다면 좋겠는데. ,,0,0,,0,1,,,
765,351,t,"흠, 저기 누군가가 떨어뜨린 배낭이 있군. 혹시 내가 찾는 사람과 연관이 있는지 살펴볼까? ",,0,0,,0,1,,,
766,352,f,여기가 간수장 발렌티누스 씨가 주로 일하시던 곳인가요?,,0,767,,0,1,,,
767,352,f,그렇소이다. 그분 성격이 워낙 괴팍해서... 안된 말이지만 그분이 돌아가셔서 이 늙은 만프레드는 한시름 놨다오.,4820,0,0,,0,1,,,
768,353,t,"혹시 당신이 발렌티나인가요? 실례지만 당신 친척들의 대화를 몰래 듣고, 당신 아버지의 유산의 흔적을 찾고 있었어요. 유산은 무사히 찾았나요?
",,0,0,,0,1,,,
769,353,f,"아뇨, 전 열쇠를 찾지 못해서 아버지가 어디에 보석을 숨겨놓았는지 짐작은 했지만, 동굴에 들어가지 못하고 있었어요. 저를 위해서 보석을 가져다주신다면 반드시 답례하겠어요! ",7569,0,0,,0,1,,,
770,13,f,/쉿 쉿! 듣겠어요.,,498,0,,300,1,,,
776,355,t,/화남 선생님은 대체 누굴 보고 있는 겁니까? 내가 지금 여기 눈앞에 서 있는데...,5930,0,777,,0,1,,,
777,355,f,/질문 무슨 말이니?,390,0,778,,0,1,,,
778,355,f,난 @PC_NAME(0)를 인정할 수 없어요. 수련장 남쪽의 @NPC_GROUP_NAME(84)도 혼자서 처치할 수 없는 실력이라고요.,5930,0,779,,0,1,,,
779,355,f,/아니 @PC_NAME(0)는 충분히 그럴 능력이 있단다. 그렇지?,390,0,0,,0,1,,,
780,356,t,/이리와 이러다 늦으셔요. 빨리 오셔요.,2477,0,1032,,0,1,,,
781,357,t,/거만 거기 너. 주머니가 두둑해 보이는걸?,11584,0,0,,0,1,,,
782,39,t,/쉿 하프를 스치는 바람이 노래를 시작했어.,6469,0,783,,0,1,,,
783,39,f,/위 이 웅장하고 아름다운 하프가 다시 노래하다니. 그때가 다가오고 있는 것 같아.,6469,0,784,,280,1,,,
784,39,f,/꽃가루 하프의 노래와 함께하는 너에게도 축복이 함께하길...,6469,0,0,,0,1,,,
785,359,t,핏자국이 북쪽을 향해 있어...,,0,0,,0,2,,,
786,360,t,지독한 피비린내군...,,0,0,,0,2,,,
787,361,t,/팔짱 대체 어쩌다가 곡괭이까지 잃어버린 거야?,4279,0,0,,0,1,,,
788,361,f,/주저 낮의 눈에 시궁쥐 부족 놈들이 쫙 깔렸어요. 도저히 전 못 당하겠더라구요.,4280,0,0,,0,1,,,
789,67,f,뛰어내려 볼까?,,0,0,,0,2,,,
791,362,t,이봐요. 잠깐만 저 좀 도와주세요.,7658,26545,0,,0,1,,,
792,363,t,아... 물에 너무 깊이 들어갔었나. 그때 일이 다시 떠오르다니.,,0,0,,0,1,,,
794,364,t,오늘은 @NPC_NAME(3611)이 왕성에서 경비병 사열식을 하는 날이다!,3609,4734,796,,215,1,,,
796,364,f,"/저기 이를 보고자 하는 국민은 중앙 광장에서 축복의 정원으로 가서 계단을 올라가라. /질문 혹시나 해서 말하는데, 왕성에서 허튼짓하지 말라고. 여기는 정예 병사뿐이니까.",3609,4640,0,,191,1,,,
797,365,t,/고민 그 물건은 누가 가지고 있는 거지? ,11748,0,0,,0,1,,,
798,366,t,/거만 살고 싶다면 가진 걸 다 내놓고 가거라.,11584,0,0,,0,1,,,
799,372,t,벌판에서 내달리는 바람의 조각이여. 바람은 너희 페레에게 누구도 따라올 수 없는 기민함과 자유로운 마음을 주었다. 항상 그것을 잊지 마라.,8158,0,0,,0,1,,,
800,372,f,"어휴, 싸우자는 줄 알고 긴장했네.",,0,0,,0,1,,,
801,371,t,들판을 뛰어다니는 물의 방울이여. 물은 페레에게 겸손함과 차분한 판단력을 가르쳐주었다. 항상 그것을 잊지 마라.,8157,0,0,,0,1,,,
802,370,t,땅을 솟구치는 흙 한 줌이여. 흙은 너희 페레에게 딛고 서는 용기와 삶이 가진 무게를 가르쳤다. 그것을 잊지 마라.,8159,0,0,,0,1,,,
803,369,t,드디어 왔구나. 태양의 불씨여. 불은 너희 페레들 생명의 근원. 그 사실을 모두가 알고 있다. 언제나 열정으로 세상을 달려라.,8140,0,0,,0,1,,,
806,368,t,저기 있는 게 |nn;@NPC_NAME(7715)|r인가 보군!,,0,0,,0,2,,,
807,74,t,/저기 집 짓는 데 관심이 있으슈? 그럼 이 위로 가보슈. ,6557,0,0,,315,1,,,
808,373,t,모두 경계를 철저히 하라!,7763,0,809,,0,1,,,
817,369,f,"다들 나를 공격하지 않았다는 건, 내게 성인이 될 자격이 있다는 거죠?",,0,855,,0,1,,,
818,377,t,"/대화 얘야, 왜 자꾸 우는 거냐. 그럼 돌아가신 분들께서 슬퍼하신단다.",2188,13686,819,,330,1,,,
819,377,f,/엉엉 ...간밤에 꿈에서 할머니를 봤어요. 여름잎 강의 한가운데서 절 자꾸 부르시는 거에요.,2190,13689,820,,170,1,,,
820,377,f,뭐라고 하시든?,2189,13688,821,,15,1,,,
821,377,f,"/대화 '도와다오, 오보로스가...' 라고 하셨어요. 그리고 자꾸만 '오보로스가... 오보로스가...' 라고 하시더니 부엉이가 되어서 휙 날아가셨어요.",2190,13689,822,,200,1,,,
822,377,f,...오보로스? 그건 몇 년 전 가족들이 원혼들에게 살해당하고는 미쳐서 여름잎 강 한가운데 뛰어들어 자살한 뱃사공의 이름이잖아?,2188,13686,823,,260,1,,,
823,377,f,/저기 몰랐어? 지금 그 오보로스의 혼령이 저 아래 강변에서 강을 건너지 못한 영혼들을 감시하고 있잖아. 그자가 이 아이 할머니의 영혼을 감금한 건 아닐까?,2189,13688,824,,245,1,,,
824,377,f,"끔찍하군. 죽은 자는 산자를 죽이고, 산자는 죽은 자가 되어 죽은 자를 감시하고... 누군가는 오보로스의 복수를 끝내기 위해 그자를 처단해야 할텐데 과연 누가 하지?",2188,2188,825,,260,1,,,
825,377,f,"/대화 강 아래에서 그를 만날만한 용기가 있는 사람이겠지. 어쨌든 얘야, 그만 진정하렴. 누군가 네 할머니를 구해줄 수 있을꺼야.",2189,2189,0,,20,1,,,
826,378,t,...그래서 방화범은 잡았습니까?,2172,33064,827,,140,1,,,
827,378,f,/대화 아뇨. 그놈이 보통 빨라야죠. 은사시나무라면 죄다 불태우고 다니는데 연기가 오르는 걸 보고 가보면 이미 재만 남아있더라니까요?,2197,33006,828,,330,1,,,
828,378,f,"형제, 어제 밴시소굴 서쪽에서 연기가 오르는 것 같던데 그 근처에 놈이 있지 않을까요?",2173,33065,829,,270,1,,,
829,378,f,밴시 소굴 서쪽 말인가요?,2197,33066,830,,40,1,,,
830,378,f,"네, 그곳입니다.",2173,33065,831,,220,1,,,
831,378,f,그럼 당장에라도...!,2197,33066,832,,330,1,,,
832,378,f,"놈을 잡아 처벌해야겠지만, 우린 그보다 식량 조달이 더 급합니다.",2172,33064,833,,337,1,,,
833,378,f,"/대화 사태가 나아지면, 형제들을 밴시 소굴 서쪽으로 파견할께요. 그때까지 조금만 참아주세요.",2173,33065,834,,95,1,,,
834,378,f,더 빨리는 어떻게 안 되겠습니까?,2197,33066,835,,40,1,,,
835,378,f,/저기 죄송합니다. 당분간 주민들이 밴시 소굴 서쪽으로 가지 않도록 당부해주십시오.,2172,33064,0,,226,1,,,
837,246,t,감옥 문이 열리면 밖으로 나가서 바람이라도 좀 쐬시오.,8210,32654,0,,0,1,,,
843,384,t,초승달 항구를 찾는다고? /저기 공방 지구 쪽으로 내려가서 첫 번째 골목에서 왼쪽으로 꺾어서 길을 따라 계속 가면 나올 거야.,8108,0,0,,110,1,,,
844,385,t,초승달 항구를 찾는다고? /저기 이 길을 따라서 계속 가면 초승달 항구로 갈 수 있다네.,8107,0,0,,214,1,,,
845,386,t,/야호 총독님! 저희 마님 일부터 도와주셔야죠! 한 시간 넘게 산책하시니까 좋아요? 저 여기 계속 서 있어요?,3409,4074,0,,0,1,,,
848,389,t,이곳이 붉은 이끼 동굴로 가는 길목인가? 사람이 거의 다니지 않는 곳인가 보군. 근처에서 일어난 일에 대해서 설명해 줄 사람이 있으면 좋으련만.,,0,0,,0,2,,,
849,390,t,이 너머가 |nn;붉은 이끼 동굴|r인가? 저 녀석들은 뭐지? 동굴 근처에서 사는 코볼트들인가? ,,0,850,,0,2,,,
850,390,f,그런데 왜 여기에 저렇게 뜬금없이 서 있는 거지? 다른 코볼트들처럼 놀의 감시를 받고 있는 것 같지도 않군. ,,0,0,,0,1,,,
855,369,f,그렇다 페레여. 이제 너의 앞에 놓인 운명을 받아들여라.,8140,0,0,,0,1,,,
856,392,t,/저기 여기로 내려가면 훨씬 빠르게 도망자 마을로 갈 수 있지요.,5868,0,857,,35,1,,,
857,392,f,/긁기 설마 무작정 뛰어내릴 생각은 아니겠죠? 가지고 있는 날틀을 이용해봐요!,5869,0,0,,0,1,,,
858,393,t,/저기 네 녀석이 왜 여기 와 있어! 또 우릴 따라 하려는 것이냐!,,0,859,,91,1,,,
859,393,f,/저기 너야말로 왜 여기 와 있는 거냐! 그리고 말은 바로 해야지! 네 녀석이 따라 한 것 아니냐고!,,0,0,,272,1,,,
860,394,t,/거만 뭐야 왜 이렇게 늦어? 그 짐은 내 뒤에 있는 공터에 내려놔! 다음부터 또 이렇게 늦으면 국물도 없을 줄 알아!,8833,0,0,,0,1,,,
861,395,t,"/저기 저, 저길 보세요! /공포 끔찍한 해골 군대가 모여들고 있어요! 세상에!",8860,0,,,158,1,,,
862,396,t,"이것은 슬픈 사랑의 노래, 운명이 갈라놓은 숭고한 노래.",1414,0,863,,0,1,,,
863,396,f,따스한 정원에서 자란 온실 속의 화초는 남쪽 나라의 붉은 장미와 사랑에 빠져버렸네.,1414,0,864,,0,1,,,
864,396,f,사랑의 달콤함에 취한 화초는 날카로운 가시가 돋은 장미를 부둥켜안았네.,1414,0,865,,0,1,,,
865,396,f,잎사귀가 찢기고 줄기는 말라가는데도,1414,0,866,,0,1,,,
866,396,f,피는 흐르고 상처는 곪아가는데도,1414,0,867,,0,1,,,
867,396,f,"동정심 어린 충고도, 폭풍 같은 분노도 외면한 채 그렇게 장미를 끌어안았네.",1414,0,868,,0,1,,,
868,396,f,그러나 잔인한 결정은 치유할 수 없는 상처와 함께 둘을 떼어놓고,1414,0,869,,0,1,,,
869,396,f,절망은 세월과 함께 상처 위에 덧씌워져 이들을 누이의 품 - 여신의 왕국으로 내려보내도다.,1414,0,870,,0,1,,,
870,396,f,"축복하소서 여신이여, 당신의 품에 잠든 이들의 눈꺼풀 위에",1414,0,871,,0,1,,,
871,396,f,사랑 이룬 자의 미소가 어리기를 기원하나이다.,1414,0,0,,0,1,,,
872,397,t,왕자님이 돌아가신 후로 카어노르드 분위기가 영 뒤숭숭하네.,1484,0,873,,0,1,,,
873,397,f,그분만 한 분이 없었는데...,7735,0,874,,0,1,,,
874,397,f,오늘이 벌써 그분이 돌아가신 지 1년이나 되었다니 믿어지지 않는군.,1484,0,0,,0,1,,,
875,398,t,금빛 물결이 반짝이는 정말로 아름다운 강이군요. ,8790,0,876,,0,1,,,
876,398,f,이곳 염원의 강에서 바라보는 경치만 한 곳이 없죠.,8783,0,877,,0,1,,,
877,398,f,다음 왕세자가 누군지는 아직도 정해지지 않았죠?,8790,0,878,,0,1,,,
878,398,f,국왕 소르켈 님께서 레안데르 님이 돌아가신 후 가문의 계보도만 들여다보고 계세요.,8783,0,0,,0,1,,,
879,399,t,북방 이슈바라의 침입에 대해서 강경하게 대응해야 합니다!,1488,0,880,,0,1,,,
880,399,f,그렇소! 전쟁해서 비파항구까지 차지하면 원대륙 진출은 우리 이니스테르를 중심으로 이루어질 겁니다.,8815,0,881,,0,1,,,
881,399,f,왕께서 저러고 있으시니 한동안 그건 불가능해 보입니다만...,1488,0,0,,0,1,,,
882,400,t,정말 우리 토성이 장미 정원처럼 번듯한 성이 될 수 있을 거로 생각하십니까?,1450,0,883,,0,1,,,
883,400,f,노력 여하에 따라 달라지는 게 아닌가. 우리가 그렇게 만드는 거야,1449,0,884,,0,1,,,
884,400,f,식량을 구하기가 너무 어려우니까 말입니다. 말리카족이 우리와 협력해주면 참 좋겠는데...,1450,0,0,,0,1,,,
885,401,t,"너희는 특별히 내 노예로 일하도록 해주지. 자, 내 피를 마셔라!",8770,0,886,,0,1,,,
886,401,f,안 그러면 너희도 다른 사람들처럼... 후후후. ,8770,0,887,,0,1,,,
887,401,f,"아닙니다, 아닙니다! 하디르 님께 영원히 충성을 바치겠습니다!",9187,0,0,,0,1,,,
888,402,t,레안데르만한 재목이 없는데 과연 누구를 왕으로 세워야 할지 모르겠군...,1395,0,889,,0,1,,,
889,402,f,내가... 이 내가 이니스테르 왕가를 망쳐버리고 말았어!,1395,0,0,,0,1,,,
890,403,t,"아들아, 엄마가 너에게 영원한 생명을 줄게. 이 실험만 성공하면 파괴신께서 너에게 엄청난 힘을 주실 거란다!",1458,0,0,,0,1,,,
892,404,t,"요즘, 이니스테르인들이 자꾸 화친하자고 권유해오고 있군요. ",1492,0,893,,0,1,,,
893,404,f,나로서는 그들과 손을 잡고 평화롭게 살아가는 게 우리 부족이 발전하는데 더 좋다고 봐.,1447,0,894,,0,1,,,
894,404,f,하지만 어머님께서는 결사반대하시다가 옛 부족 터의 오두막으로 가 계시지. 큰일이야.,1447,0,0,,0,1,,,
895,405,t,우리는 악마 여왕님을 위해서 저곳 이니스테르를 차지하여야 한다!,1466,0,896,,0,1,,,
896,405,f,지금 저곳은 어리석은 왕실이 허술한 병졸들을 거느리고 낮잠을 자고 있다!,1466,0,897,,0,1,,,
897,405,f,저곳을 차지한다면 불탄 성의 동포들이 모두 우리를 우러러볼 것이다! ,1466,0,0,,0,1,,,
898,406,t,"아아, 왕자님이 다음엔 언제 연락을 해주실까...",1456,0,0,,0,1,,,
899,407,t,핏자국이다! 근처에 시체가 있을 수 있어! 찾아보자!,,0,0,,0,2,,,
900,409,t,/대화 인간 대포는 안전해! 오른쪽 버튼을 누른 채 쏘지만 않으면 말이지.,9115,0,940,,0,1,,,
901,410,t,/대화 대포로 날아가다 날틀을 펼치는 모험가들이 가끔 있어...,9116,0,943,,0,1,,,
902,411,t,호오! 저 사람이 우리가 찾던 인어의 눈물을 가지고 와 주셨다는 그분이군!,9813,0,0,,0,1,,,
903,412,t,/슬픔 으어어엉! 우리 엄마를 살려주세요!,9828,0,904,,0,1,,,
904,412,f,/분노 아우! 시끄러운 딸년 같으니! 당장 촌장에게 말해서 팔아버리라고 해야겠어.,9249,0,905,,0,1,,,
905,412,f,"/불량 뭐, 흰 가루 한 줌이면 금방 입 다물게 할 수 있지만 말입니다요. 안 그렇습니까? 크림 님?",9249,0,906,,0,1,,,
906,412,f,/사실 형제님! 이건 모두 고대 신앙을 따르지 않은 속된 자들의 죄랍니다. 믿음이 죽음을 빗겨가게 할 겁니다.,9252,0,0,,0,1,,,
907,413,t,/화냄 당신 지금 샘 안으로 들어가려고 했죠? 절대 안 돼요! 여행자의 샘은 모두의 식수로 쓰인다고요!,10032,0,908,,0,1,,,
908,413,f,/저기 이 샘의 홍학들은 반짝이는 걸 좋아해서 |nn;둥지|r에 모으는 습성이 있으니 둥지부터 먼저 살펴보세요. ,10032,0,0,,84,1,,,
909,414,t,이게 카파간 초원의 바람돌이구나!,,0,0,,0,2,,,
910,415,t,하고 싶은 거라면 뭐든지 해 드려요. 대신 나 좀 비싸요.,1412,59595,911,,0,1,,,
911,415,f,돈이라면 얼마든지 있지. 얼마면 돼? ,1409,43954,912,,0,1,,,
912,415,f,"꺅, 그럼 오늘 밤 본능에 모든 걸 맡겨봐요, 오빠.",1412,59595,0,,0,1,,,
913,416,t,우리 클럽에선 모든 서비스와 신분 보장을 약속한답니다. ,1407,58741,914,,0,1,,,
914,416,f,이런 데는 처음이라...,1409,58742,915,,0,1,,,
915,416,f,그럼 일단 안으로 들어와서 설명을 들으면서 골라보세요.,1407,58741,916,,0,1,,,
916,416,f,곧 취향을 찾으실 수 있을 거에요.,1407,58741,0,,0,1,,,
917,417,t,"이거 불법 아니야, 아가씨?",1410,43953,918,,0,1,,,
918,417,f,천만에요. 높으신 판사님네들도 자주 오시는 걸요.,1407,58737,919,,0,1,,,
919,417,f,왕가에서 사고가 난 다음부터는 이런 데 신경 쓰는 사람도 없어요.,1407,58737,0,,0,1,,,
921,419,t,"오빠 나 술 한잔... 아니 한 병만, 아니 세 병만 사주시면 안 돼요? 안주는 깍아줄게. ",1407,58740,0,,0,1,,,
925,423,t,"야, 너 지금 날 무시하는 거지? 지금 따끔한 맛을 좀 보여주지!",1411,59418,926,,0,1,,,
926,423,f,다시는 내 구역에 발 들여놓지 말라고 했을 텐데? 이 거리는 내 거라고! ,1411,59419,0,,0,1,,,
935,317,t,이번에 데려갈 마을 아이는 준비됐습니까?,9842,0,936,,0,1,,,
936,317,f,때마침 적당한 아이를 가둬놨습죠! 촌장님 집에 있으니 데려가시면 됩니다.,9871,0,937,,0,1,,,
937,317,f, 취해서 끌고 가시는 데는 무리가 없으실 겁니다요!,9871,0,938,,0,1,,,
938,317,f,목소리를 낮추세요. 이 모든 게 고대 신앙의 뜻입니다.,9842,0,0,,0,1,,,
940,409,f,/대화 오른쪽 버튼을 누른 채 타면 어떻게 되는데?,9080,0,941,,0,1,,,
941,409,f,"/대화 엉뚱한 곳에서 미아가 되겠지, 타 보겠나?",9115,0,942,,0,1,,,
942,409,f,/대화 ...싫어.,9080,0,0,,0,1,,,
943,410,f,/대화 대포로 날아가다 날틀? 그게 돼?,9091,0,944,,0,1,,,
944,410,f,/한숨 돼... 하지만 날틀 말고 다른 건 하지 마. 뚝 떨어지니까.,9116,0,0,,0,1,,,
947,429,t,/말 그 물건을 찾고 있는 건가? 여기 떠난 지 얼마 안 됐다. 하리하란들이 사는 곳으로 갔다.,5725,0,0,,0,1,,,
948,430,t,그놈들에게 그 물건이 없다니... 내가 따로 알아볼 게 있으니 기계 제작소에서 다시 만나세.,9800,0,0,,0,1,,,
949,431,t,웬 놈이냐! 다가오지 마라!,9804,0,950,,0,1,,,
950,431,f,"내가 찾는 것과 연관되어 있을지도 몰라서, 미안하지만 확인해봐야겠어요.",,0,1028,,0,1,,,
951,435,t,/대화 드디어 오셨는가?,10018,0,982,,0,1,,,
952,435,f,"/주장 아, 놀랄 필요 없네. 나도 한때는 수호 의식을 관장하던 주술사였네. 지금은 비록 유령의 몸이지만.",10018,0,954,,0,1,,,
954,435,f,/말 수호 의식은 원래 마을 근처에서 거행됐었지. 그런데 @NPC_GROUP_NAME(85)은 마을의 저항이 거세자 마을 주민들이 뭉치는 구심점이 되는 수호 의식을 방해하기 시작했어.,10018,0,955,,0,1,,,
955,435,f,/결론 급기야 제단을 부수려 했지. 마을 사람들은 어떻게든 이 의식만큼은 지키고 싶어했어. ,10018,0,956,,0,1,,,
956,435,f,/변명 마을 사람들은 밤을 틈타 제단을 이곳 깊숙이 옮겨두었지. ,10018,0,957,,0,1,,,
957,435,f,"/사실 하지만 역설적이게도 의식을 치루기 위해 이렇게 깊은 곳까지 오기가 어려워졌어. 결국, 의식은 점차 사람들 사이에서 잊혀지고 말았어.",10018,0,958,,0,1,,,
958,435,f,/결론 지금은 나의 후계자 @NPC_NAME(9994)에 의해서 간신히 명맥을 유지하고 있지. 그마저도 당신과 같은 용감한 자가 도와줄 경우에만 국한돼서 말이야.,10018,0,959,,0,1,,,
959,435,f,/말 그러니 어쩌겠나. 나라도 이렇게 제단을 지키고 있어야지. 죽어서도 떠나지 못하는 것이 나의 운명일지니.,10018,0,960,,0,1,,,
960,435,f,/주기 어서 의식을 시작하게. 나도 경건한 마음으로 지켜보겠네.,10018,0,0,,0,1,,,
961,436,t,어떻게 하지? 아무리 힘을 써도 마차를 세울 수가 없겠는데?,1211,62464,962,,0,1,,,
962,436,f,이제 그만하고 가자. 이곳은 사나운 오크들이 나타나는 곳이라고 했단 말이야.,1213,62465,963,,0,1,,,
963,436,f,"에휴, 이게 무슨 날벼락이람.",1211,62464,0,,0,1,,,
964,438,t,요새 영 가죽질이 예전 같지 않아.,8975,0,965,,0,1,,,
965,438,f,"저 황금 바다 밀렵단인가 하는 녀석들이 너무 사냥을 과하게 해대서 그렇다네.
",8976,0,966,,0,1,,,
966,438,f,"귀족님들을 등에 업고 하리하라에서 동물들을 들여오는 녀석들이니 뭐라고 한마디 해줄 수도 없고, 참.",8975,0,0,,0,1,,,
967,439,t,"사냥도 좋지만, 형들은 여기 있는 걸 지나치게 좋아하는 것 같아.",9367,0,968,,0,1,,,
968,439,f,"여기 분위기가 이상하게 뒤숭숭해, 여기저기서 비명 같은 것도 들리고. ",9172,0,969,,0,1,,,
969,439,f,난 빨리 푸른모래톱 휴양지로 돌아가고 싶어.,9172,0,0,,0,1,,,
970,440,t,"사냥도 좋지만, 형들은 여기 있는 걸 지나치게 좋아하는 것 같아.",9367,0,971,,0,1,,,
971,440,f,"여기 분위기가 이상하게 뒤숭숭해, 여기저기서 비명 같은 것도 들리고.",9172,0,972,,0,1,,,
972,440,f,난 빨리 푸른모래톱 휴양지로 돌아가고 싶어.,9172,0,0,,0,1,,,
973,441,t,트리스테 가문에서는 왜 이리 요란하게 공사를 하는 거야?,8994,0,974,,0,1,,,
974,441,f,마틸다 여사님께서 푸른모래톱에 황금 혀 항구에 비견되는 항구를 만들고 싶어하신다지 않나.,9038,0,975,,0,1,,,
975,441,f,아마 두 왕관의 왕비님 힘을 빌려서 하시는 거겠지? ,8994,0,0,,0,1,,,
976,442,t,"여보, 왜 그렇게 시무룩한 표정이세요? 어디 피곤해요? 맛있는 거 먹으러 갈까요?",9121,0,977,,0,1,,,
977,442,f,휴... 정말 아버지가 정해주신 짝이지만 마음에 안 드는군. 이렇게 평생 사느니 확 빨리 이혼할까?,9122,0,0,,0,2,,,
978,443,t,맑은 물과 은빛 야자로 만든 황금빛 야자주는 황금 혀 항구의 자랑거리지!,9000,0,979,,0,1,,,
979,443,f,달콤한 감칠맛이 목구멍으로 넘어갈 때면 어디에서든지 열대의 꿈을 꾸게 된다.,9000,0,980,,0,1,,,
980,443,f,"영감님, 그러니 그 대단한 술 자랑만 하지 말고 맛 좀 보여주시라니까요.",8995,0,0,,0,1,,,
981,444,t,"휴우, 이번 달 말까지 연구 결과를 못 내면 우리 연구비 지원은 끝나는 거죠?",9046,0,982,,0,1,,,
982,444,f,"걱정하지 말게, 샐리 양. 내 반드시 이곳 황금 언덕에서 전 세계의 고블린들이 황금에 집착하는 이유를 밝혀내겠어. ",8999,0,0,,0,1,,,
983,445,t,어서 밤이 되었으면 좋겠군. 여기서 내려다보는 황금 혀 항구의 야경은 정말 아름답지.,9005,0,984,,0,1,,,
984,445,f,"주인님, 이번에 사들이신 애완동물 값이 엄청난 액수입니다.",9004,0,985,,0,1,,,
985,445,f,"뭘 그 정도를 가지고 그러나, 황금 혀 항구를 다스리는 이 대부호 토루스라면 그 정도 지출쯤이야!",9005,0,0,,0,1,,,
986,446,t,"요즘 오스테라로 목화를 수출하는 배가 뜨질 못하니, 일자리도 없어지고 선원들 분위기도 뒤숭숭합니다. ",9041,0,987,,0,1,,,
987,446,f,이럴 때일수록 더욱 항구의 평화를 위해서 열심히 일해야 하오! ,9012,0,988,,0,1,,,
988,446,f,옳으신 말씀입니다.,9014,0,0,,0,1,,,
989,447,t,당신은 언제나 저 바다 건너편만을 바라보고 있군. 여기 있는 나를 좀 바라보시오.,9022,0,990,,0,1,,,
990,447,f,"나는 바다로 돌아갈 수도, 사랑하는 사람에게 갈 수도 없어요. 이게 모두 당신 때문이니까, 난 당신이 죽을 때까지 원망하겠어요. ",9003,0,0,,0,1,,,
991,450,t,숲에 나와서 식생들을 조사하다가 환한 빛을 봤어요. 그리고 황홀한 노랫소리를 들었어요.,3138,0,992,,0,1,,,
992,450,f,노랫소리를 듣고 있을 때 환한 빛이 내게로 쏟아져 내렸어요. 하늘에서 구름을 뚫고 내려온 원통형 빛의 기둥이었죠.,3138,0,993,,0,1,,,
993,450,f,눈이 부셔서 눈을 살며시 감았어요. 그랬더니 따스함이 느껴지더군요. 마치 어머니의 품속처럼...,3138,0,994,,0,1,,,
994,450,f,자장가처럼 들려오는 노랫소리에 취해 잠깐 졸고 있을 때 당신이 나를 깨운 거에요.,3138,0,0,,0,1,,,
1000,458,t,/손짓 이봐요. 헤매지 말고 여기서 쉬었다가 가요.,10567,0,0,,0,1,,,
1001,459,t,/부탁 이보시오. 나 좀 도와주시오! 제발... 제발... 사람이 죽어가요! 그게 바로 나요... 제발 도와줘...,10094,0,1003,,0,1,,,
1003,459,f,/화남 사람이 이렇게까지 부탁을 하면 좀!!,10094,0,0,,0,1,,,
1004,460,t,보물... 찾으러... 왔... 치명상을... 으윽...,10569,0,0,,0,1,,,
1005,454,t,/대화 네가 믿는 신은...,10539,0,1006,,257,1,,,
1006,454,f,"/아니 아, 아니야. 그 당시 나이마의 감정에 더 몰입해야 한다고. 몇 번이나 말해야 합니까!",10540,0,1007,,111,1,,,
1007,454,f,"/긁기 아, 또 대사를 잊어버렸어요.",10539,0,1008,,257,1,,,
1008,454,f,/거절 전하께서는 배덕자의 신을 읽지 말고 느끼라고 하시는데... 그게 참 어려워요.,10541,0,1235,,25,1,,,
1009,462,t,이 표시는... 이 근처 어딘가에 @NPC_NAME(10047)이 있다는 거군.,,0,0,,0,1,,,
1010,453,t,이건... 핏자국?,,0,0,,0,2,npc_question,,
1012,455,t,"/대화 어휴, 겨우 목책을 완성했어. 조금만 늦었다면 모기 인간에게 더 많은 동물이 당할 뻔했어.",10544,0,1013,,285,1,,,
1013,455,f,"/기쁨 응, 이제 부락으로 돌아가도 되겠지? 근데, 조금 전에 저기로 하리하란 꼬마가 뛰어가던데... 무슨 일일까?",10545,0,1014,,107,1,,,
1014,455,f,"/한숨 나도 모르지. 여기 강해 보이는 @PC_CLASS(0)|1이;가; 지나가니, 도와주겠지.",10544,0,0,,285,1,,,
