id,special_effect_type_id,value1,value2,value3,value4
7353,34,46,0,0,0
7354,34,130,0,0,0
7355,37,43,0,15,1
7356,37,43,0,15,1
7358,27,4989,0,0,0
7359,34,39,0,0,0
7368,33,18695,2500,100,0
7373,34,41,0,0,0
7374,34,46,0,0,0
7375,37,312,0,10,1
7377,33,18700,2500,100,0
7378,34,41,0,0,0
7379,34,46,0,0,0
7380,37,312,0,15,1
7381,34,41,0,0,0
7382,34,46,0,0,0
7383,37,312,0,20,1
7384,34,41,0,0,0
7385,34,46,0,0,0
7386,37,247,0,13,1
7387,33,18706,0,0,0
7388,34,41,0,0,0
7389,34,46,0,0,0
7390,13,300,30,0,0
7391,13,300,30,0,0
7397,13,700,40,0,0
7398,34,39,0,0,0
7402,33,18718,0,0,0
7405,34,41,0,1,0
7406,34,46,0,0,0
7407,34,1,0,0,0
7408,33,18725,0,0,0
7409,33,18723,0,0,0
7410,34,385,0,1,0
7411,34,48,0,0,0
7412,33,18726,0,0,0
7413,68,0,0,0,0
7414,33,18713,0,0,0
7415,13,200,30,0,0
7417,36,4,0,0,0
7418,34,298,1,0,0
7419,34,39,0,0,0
7421,37,143,0,25,1
7425,34,39,0,0,0
7426,34,46,0,0,0
7427,35,747,4,0,0
7428,40,1000,0,0,0
7429,41,0,0,0,0
7430,34,39,0,0,0
7432,34,41,0,0,0
7433,13,500,20,0,0
7436,34,46,0,0,0
7437,34,2,0,0,0
7438,33,18751,0,0,0
7439,33,18754,0,0,0
7440,33,18756,0,0,0
7442,36,201,0,0,0
7443,34,287,1,0,0
7446,36,440,0,0,0
7449,33,17645,0,100,0
7450,36,440,0,0,0
7454,33,18778,0,0,0
7455,33,18779,0,0,0
7456,33,18780,0,0,0
7457,33,18777,0,0,0
7460,34,411,1,0,0
7461,35,752,3,0,0
7463,37,311,150,0,1
7464,37,311,150,0,1
7465,34,46,0,0,0
7468,34,289,1,0,0
7469,34,287,1,0,0
7470,37,313,0,40,1
7471,35,335,4,0,0
7473,35,322,3,0,0
7474,34,40,0,0,0
7476,37,322,200,0,1
7477,37,322,200,0,1
7478,37,322,200,0,1
7479,37,322,200,0,1
7480,37,322,200,0,1
7481,37,322,200,0,1
7482,34,41,0,0,0
7483,33,18794,0,0,0
7485,34,46,1,0,0
7487,13,500,20,0,0
7489,33,18799,5000,0,0
7490,37,311,150,0,1
7491,37,311,150,0,1
7492,37,311,150,0,1
7493,37,311,150,0,1
7494,37,311,150,0,1
7495,37,313,0,40,1
7496,37,313,0,40,1
7497,37,311,150,0,1
7498,37,311,150,0,1
7499,34,412,1,0,0
7500,34,46,0,0,0
7501,13,1400,90,0,0
7502,13,1400,90,0,0
7504,36,440,0,0,0
7507,13,1400,90,0,0
7508,13,1400,90,0,0
7509,13,1400,90,0,0
7510,36,440,0,0,0
7511,13,1400,90,0,0
7512,13,1400,90,0,0
7513,13,1400,90,0,0
7514,35,480,3,0,0
7515,35,317,3,0,0
7517,36,46,0,0,0
7518,36,46,0,0,0
7520,36,201,0,0,0
7521,34,287,1,0,0
7522,33,18810,0,0,0
7523,33,18811,0,0,0
7524,33,18812,0,0,0
7525,34,97,1,0,0
7526,35,779,0,0,0
7527,37,42,0,20,1
7528,37,42,0,20,1
7529,37,42,0,20,1
7530,35,328,4,0,0
7532,35,328,4,0,0
7537,35,328,4,0,0
7538,33,18817,0,0,0
7539,37,42,0,20,1
7540,35,328,4,0,0
7543,37,42,0,20,1
7544,37,42,0,20,1
7545,37,42,0,20,1
7546,35,328,4,0,0
7549,34,208,0,0,0
7550,35,12,3,0,0
7553,34,259,0,1,0
7554,35,405,1,0,0
7555,34,46,0,0,0
7556,34,260,0,0,0
7563,34,363,0,0,0
7564,34,46,0,0,0
7565,34,356,0,0,0
7566,41,0,0,0,0
7567,40,20000,0,0,0
7568,34,46,0,0,0
7569,34,368,0,0,0
7570,34,97,1,0,0
7571,25,386,0,0,0
7572,34,363,0,0,0
7573,34,46,0,0,0
7574,34,366,0,0,0
7576,40,20000,0,0,0
7577,61,0,0,0,0
7578,59,0,0,0,0
7579,37,170,0,8,1
7580,34,46,0,0,0
7581,35,257,4,0,0
7582,13,800,45,0,0
7583,34,98,3,0,0
7585,36,440,0,0,0
7586,34,97,1,0,0
7587,34,46,0,0,0
7588,34,98,3,0,0
7592,34,18,1,0,0
7593,33,18851,5000,0,0
7594,37,308,0,5,1
7595,33,18853,0,0,0
7596,35,779,0,0,0
7597,34,97,1,0,0
7598,37,42,0,20,1
7599,35,328,4,0,0
7600,35,328,4,0,0
7601,37,42,0,20,1
7602,37,42,0,20,1
7603,37,42,0,20,1
7604,37,42,0,20,1
7605,37,42,0,20,1
7606,37,42,0,20,1
7607,37,42,0,20,1
7608,35,328,4,0,0
7609,33,13929,0,0,0
7610,34,46,0,0,0
7611,34,98,0,0,0
7613,35,643,4,0,0
7614,35,643,4,0,0
7616,35,358,3,0,0
7618,35,197,4,0,0
7619,35,197,4,0,0
7622,33,18885,0,0,0
7623,33,18884,0,0,0
7624,33,18886,0,0,0
7625,35,779,0,0,0
7626,35,779,0,0,0
7628,37,42,0,20,1
7629,37,42,0,20,1
7630,37,42,0,20,1
7631,35,328,4,0,0
7635,37,42,0,20,1
7636,37,42,0,20,1
7637,35,12,3,0,0
7638,34,208,0,0,0
7639,34,188,0,1,0
7640,34,196,0,0,0
7641,35,7,1,0,0
7642,34,46,0,0,0
7644,35,7,1,0,0
7645,34,196,0,0,0
7646,34,46,0,0,0
7648,34,46,0,0,0
7649,34,98,1,0,0
7650,37,327,0,0,1
7651,36,454,0,0,0
7652,34,200,0,0,0
7653,34,46,0,0,0
7655,61,0,0,0,0
7656,59,0,0,0,0
7658,34,76,0,0,0
7666,34,97,1,0,0
7668,34,39,0,0,0
7669,35,1204,0,0,0
7670,34,46,0,0,0
7671,34,98,1,0,0
7672,33,18905,0,0,0
7673,34,132,1,0,0
7679,61,0,0,0,0
7680,59,0,0,0,0
7681,34,384,0,0,0
7682,37,320,0,7,1
7687,52,0,0,0,0
7688,41,0,0,0,0
7689,39,0,200,0,0
7690,40,2600,0,0,0
7691,66,1,0,0,0
7692,34,136,1,0,0
7693,52,0,0,0,0
7694,41,0,0,0,0
7695,39,0,200,0,0
7696,40,2600,0,0,0
7697,66,1,0,0,0
7698,33,18914,0,0,0
7699,33,18915,0,0,0
7701,34,384,0,0,0
7702,38,102,0,4,0
7704,33,18913,600,0,0
7706,13,700,30,0,0
7708,13,1000,30,0,0
7709,34,41,0,0,0
7710,34,39,0,0,0
7711,35,727,1,0,0
7713,34,46,0,0,0
7714,34,18,1,0,0
7715,36,1128,0,0,0
7716,36,440,0,0,0
7717,35,257,4,0,0
7718,13,800,45,0,0
7720,36,1076,0,0,0
7723,36,200,0,0,0
7724,34,18,1,0,0
7725,34,39,0,0,0
7726,36,257,0,0,0
7728,36,201,0,0,0
7729,35,257,4,0,0
7730,34,287,1,0,0
7734,37,143,0,7,1
7735,33,18929,0,0,0
7737,37,143,0,7,1
7738,33,18932,0,0,0
7740,41,0,0,0,0
7742,38,308,0,13,0
7743,41,0,0,0,0
7746,37,261,0,25,1
7748,34,39,0,0,0
7749,37,261,0,25,1
7750,37,261,0,25,1
7751,37,261,0,25,1
7752,37,261,0,25,1
7753,35,1104,3,0,0
7754,34,260,0,0,0
7755,38,87,0,60,0
7756,35,749,4,0,0
7757,37,87,0,60,1
7758,35,749,4,0,0
7759,34,39,3,0,0
7760,34,428,0,0,0
7761,37,288,0,20,1
7766,35,380,4,0,0
7767,35,380,4,0,0
7768,35,380,4,0,0
7769,35,380,4,0,0
7770,35,380,4,0,0
7771,35,380,4,0,0
7772,35,1106,4,0,0
7773,34,41,3,0,0
7774,34,46,0,0,0
7775,33,18949,0,0,0
7776,37,321,0,15,1
7777,33,18955,0,0,0
7781,37,8,0,0,1
7783,34,125,0,1,0
7784,36,228,0,0,0
7785,34,129,0,0,0
7787,34,46,0,0,0
7791,37,8,0,0,1
7792,37,8,0,0,1
7793,37,8,0,0,1
7794,37,8,0,0,1
7797,34,46,0,0,0
7798,35,494,3,0,0
7799,34,126,0,0,0
7800,34,46,0,0,0
7801,37,39,5000,0,1
7803,34,195,0,1,0
7812,33,18966,0,0,0
7827,35,752,3,0,0
7829,34,46,0,0,0
7830,35,757,3,0,0
7831,34,182,0,0,0
7833,34,46,0,0,0
7834,37,261,0,25,1
7843,36,330,0,0,0
7844,34,171,0,1,0
7845,34,46,0,0,0
7846,34,130,0,0,0
7847,37,43,0,20,1
7848,37,43,0,20,1
7849,34,41,0,0,0
7852,34,182,0,0,0
7853,33,18995,0,0,0
7854,13,800,45,0,0
7855,34,39,0,0,0
7857,33,19007,0,0,0
7858,33,19010,0,0,0
7860,33,19012,0,0,0
7866,13,1000,20,0,0
7868,35,440,3,0,0
7869,13,1000,20,0,0
7870,33,19028,0,0,0
7871,34,169,0,0,0
7873,34,31,2,0,0
7874,34,46,0,0,0
7875,34,32,2,0,0
7876,37,355,0,20,1
7877,35,1330,4,0,0
7878,34,260,0,0,0
7879,34,358,0,0,0
7880,34,366,0,0,0
7881,33,19040,0,0,0
7882,33,19042,0,0,0
7883,33,18939,0,0,0
7884,1,870,1,1,0
7885,1,870,2,2,0
7888,43,10496,0,1,0
7889,33,19056,0,0,0
7890,33,19058,0,0,0
7891,33,19058,0,0,0
7892,36,963,0,0,0
7893,34,191,0,1,0
7894,34,203,0,0,0
7895,40,3000,0,0,0
7896,61,0,0,0,0
7897,59,0,0,0,0
7898,41,0,0,0,0
7899,39,0,300,0,0
7900,52,0,0,0,0
7901,33,19046,0,0,0
7902,34,46,0,0,0
7904,61,0,0,0,0
7905,41,0,0,0,0
7906,40,3000,0,0,0
7907,39,0,300,0,0
7908,59,0,0,0,0
7909,36,570,0,0,0
7910,34,264,0,0,0
7911,47,600,600,180,180
7912,34,41,3,0,0
7913,34,46,3,0,0
7914,34,2,3,0,0
7915,37,102,0,5,1
7916,35,344,4,0,0
7917,33,18063,0,0,0
7918,13,1000,35,0,0
7920,33,19082,0,0,0
7922,37,44,0,10,1
7924,33,18893,0,100,0
7926,34,367,0,0,0
7928,37,228,0,20,9
7930,61,0,0,0,0
7931,41,0,0,0,0
7932,59,0,0,0,0
7933,36,953,0,0,0
7934,34,260,0,0,0
7935,38,228,0,45,0
7936,39,0,0,0,0
7937,40,0,0,0,0
7940,34,131,0,0,0
7944,1,870,4,6,0
7945,34,41,3,0,0
7946,34,46,3,0,0
7947,34,2,3,0,0
7954,35,303,4,0,0
7956,13,200,30,0,0
7957,34,368,0,0,0
7958,35,658,3,0,0
7959,37,111,0,20,9
7962,27,25105,0,0,0
7967,34,41,0,0,0
7968,34,46,0,0,0
7969,34,39,0,0,0
7970,37,86,700,0,1
7971,35,559,4,0,0
7973,33,19112,0,0,0
7974,13,1000,35,0,0
7975,33,19110,0,0,0
7976,34,39,0,0,0
7978,37,139,0,10,1
7979,36,555,0,0,0
7981,36,1117,0,0,0
7982,34,132,1,0,0
7983,52,0,0,0,0
7984,41,0,0,0,0
7985,39,0,200,0,0
7986,40,2600,0,0,0
7987,66,1,0,0,0
7988,36,1118,0,0,0
7989,34,132,1,0,0
7990,52,0,0,0,0
7991,41,0,0,0,0
7992,39,0,200,0,0
7993,40,2600,0,0,0
7994,66,1,0,0,0
7995,36,1117,0,0,0
7996,36,555,0,0,0
7997,34,136,1,0,0
7998,52,0,0,0,0
7999,41,0,0,0,0
8000,39,0,200,0,0
8001,40,2600,0,0,0
8002,66,1,0,0,0
8003,36,1118,0,0,0
8004,34,136,1,0,0
8005,52,0,0,0,0
8006,41,0,0,0,0
8007,39,0,200,0,0
8008,40,2600,0,0,0
8009,66,1,0,0,0
8011,34,368,0,0,0
8012,35,658,3,0,0
8013,37,111,0,20,9
8014,34,368,0,0,0
8015,35,658,3,0,0
8016,37,111,0,20,9
8018,33,19124,0,70,0
8020,35,494,3,0,0
8021,34,169,0,0,0
8022,37,348,7000,0,1
8024,33,19130,0,0,0
8025,33,19007,0,0,0
8026,33,19132,0,0,0
8027,35,480,3,0,0
8028,34,289,0,0,0
8032,37,44,0,20,1
8033,35,335,4,0,0
8036,34,146,2,0,0
8038,33,19138,0,0,0
8039,36,564,0,0,0
8040,34,259,0,1,0
8041,35,1104,3,0,0
8042,34,46,0,0,0
8043,34,260,0,0,0
8044,37,105,0,5,1
8045,35,633,4,0,0
8048,13,500,45,0,0
8049,33,19154,0,0,0
8050,61,0,0,0,0
8051,36,4,0,0,0
8052,34,449,0,1,0
8053,41,0,0,0,0
8054,36,4,0,0,0
8056,34,449,0,0,0
8057,34,46,0,0,0
8058,36,4,0,0,0
8059,34,39,0,0,0
8060,38,1,0,20,0
8064,41,0,0,0,0
8065,41,0,0,0,0
8066,59,0,0,0,0
8067,61,0,0,0,0
8068,59,0,0,0,0
8069,36,503,0,0,0
8070,34,139,0,0,0
8071,41,0,0,0,0
8072,13,650,10,0,0
8073,34,363,0,0,0
8074,34,46,0,0,0
8075,34,356,0,0,0
8078,61,0,0,0,0
8079,59,0,0,0,0
8080,36,1165,0,0,0
8081,34,301,0,0,0
8082,41,0,0,0,0
8083,40,0,0,0,0
8084,39,0,0,0,0
8085,52,0,0,0,0
8086,36,556,0,0,0
8088,41,0,0,0,0
8089,35,230,4,0,0
8095,1,3930,1,1,0
8096,1,3930,2,4,0
8097,1,3930,1,1,0
8098,1,3930,2,4,0
8101,41,0,0,0,0
8102,33,19190,0,0,0
8109,13,300,30,0,0
8111,70,0,0,0,0
8112,70,0,0,0,0
8113,33,19201,500,0,0
8114,33,19215,0,0,0
8115,34,41,3,0,0
8116,34,46,0,0,0
8117,34,39,3,0,0
8118,35,1106,4,0,0
8119,37,288,0,20,1
8120,34,39,0,0,0
8121,34,41,0,1,0
8123,34,46,0,0,0
8124,34,41,0,1,0
8125,34,46,0,0,0
8126,34,39,0,0,0
8127,34,41,0,1,0
8128,34,46,0,0,0
8129,34,39,0,0,0
8132,37,87,0,50,1
8133,35,749,4,0,0
8134,37,87,0,50,1
8135,35,749,4,0,0
8136,37,87,0,60,1
8137,35,749,4,0,0
8138,37,87,0,60,1
8139,35,749,4,0,0
8140,37,87,0,60,1
8141,35,749,4,0,0
8144,33,19228,0,0,0
8145,15,5046,1000,0,0
8146,35,1215,0,0,0
8150,33,19233,0,0,0
8151,33,19232,0,0,0
8152,29,100,0,0,0
8153,61,0,0,0,0
8154,59,0,0,0,0
8155,34,188,1,1,0
8156,33,19240,0,100,0
8157,52,0,0,0,0
8159,39,0,460,0,0
8160,40,500,0,0,0
8161,34,200,1,0,0
8162,36,412,0,0,0
8163,34,46,1,0,0
8165,41,0,0,0,0
8166,36,412,0,0,0
8167,34,188,1,1,0
8168,41,0,0,0,0
8169,36,412,0,0,0
8171,41,0,0,0,0
8172,36,228,0,0,0
8173,34,125,0,1,0
8174,34,46,0,0,0
8175,34,129,0,0,0
8176,38,8,0,0,0
8177,37,115,500,0,1
8182,34,259,0,0,0
8184,34,368,0,0,0
8185,37,238,100,0,1
8186,33,11447,500,100,0
8187,33,19227,0,0,0
8188,34,260,0,0,0
8189,34,46,0,0,0
8190,33,19250,0,0,0
8191,33,19251,0,0,0
8192,33,11447,0,0,0
8193,33,19252,0,0,0
8194,34,427,0,1,0
8195,34,46,0,0,0
8197,13,1000,30,0,0
8198,37,86,1000,0,1
8199,35,559,4,0,0
8200,37,86,1500,0,1
8201,35,559,4,0,0
8202,33,18986,0,0,0
8203,34,287,1,0,0
8204,36,201,0,0,0
8207,25,389,0,0,0
8209,29,300,0,0,0
8210,29,600,0,0,0
8211,29,600,0,0,0
8212,13,700,30,0,0
8214,36,574,0,0,0
8215,37,355,0,20,1
8217,34,31,2,0,0
8218,35,1330,4,0,0
8219,37,355,0,7,1
8220,35,1330,4,0,0
8222,34,46,3,0,0
8223,34,140,2,0,0
8224,72,0,0,0,0
8225,35,5,3,0,0
8226,34,39,0,0,0
8227,35,393,3,0,0
8228,34,39,0,0,0
8229,35,393,3,0,0
8230,34,39,0,0,0
8232,37,2,0,25,1
8233,37,63,0,20,1
8235,37,63,0,15,1
8236,37,355,0,7,1
8237,35,1330,4,0,0
8238,37,355,0,7,1
8239,35,1330,4,0,0
8240,37,355,0,7,1
8241,35,1330,4,0,0
8242,36,574,0,0,0
8247,34,41,0,1,0
8248,34,46,0,0,0
8249,34,39,0,0,0
8250,37,8,0,20,1
8253,34,46,0,0,0
8254,34,39,0,0,0
8256,33,19291,0,0,0
8257,33,19290,0,0,0
8264,34,41,0,0,0
8265,33,19284,0,0,0
8266,36,749,0,0,0
8268,34,186,0,1,0
8269,34,46,0,0,0
8270,34,187,0,0,0
8272,33,19275,0,0,0
8278,33,19298,0,0,0
8281,33,19276,0,0,0
8292,34,41,0,1,0
8293,33,19307,0,0,0
8294,34,359,0,0,0
8296,34,46,0,0,0
8297,34,39,0,0,0
8299,33,18893,0,100,0
8307,33,19294,0,0,0
8308,33,19314,0,0,0
8309,34,41,0,1,0
8310,15,5519,2000,0,0
8311,34,46,0,0,0
8312,34,39,0,0,0
8314,29,500,0,0,0
8315,29,500,0,0,0
8316,29,500,0,0,0
8317,29,500,0,0,0
8318,15,5519,2000,0,0
8319,15,5519,2000,0,0
8320,15,5519,2000,0,0
8321,15,5519,2000,0,0
8322,15,5519,2000,0,0
8323,15,5519,2000,0,0
8324,15,5519,2000,0,0
8325,33,19323,0,0,0
8326,15,5519,2000,0,0
8327,33,19324,0,0,0
8328,33,19325,0,0,0
8329,33,19326,0,0,0
8330,15,5519,2000,0,0
8335,33,19320,0,0,0
8337,29,500,0,0,0
8339,34,367,0,0,0
8340,33,19311,0,0,0
8341,61,0,0,0,0
8342,59,0,0,0,0
8344,36,4,0,0,0
8345,34,447,0,0,0
8346,38,308,0,3,0
8350,37,1,0,3,1
8351,38,3,0,3,0
8353,34,46,0,0,0
8354,34,356,0,0,0
8355,37,327,0,35,1
8356,37,327,0,35,1
8359,34,46,0,0,0
8361,35,381,4,0,0
8362,37,235,18,0,1
8363,35,381,4,0,0
8364,29,100,0,0,0
8365,27,25296,0,0,0
8366,33,19349,0,0,0
8368,37,297,0,200,1
8369,37,8,0,20,1
8370,34,443,0,0,0
8371,34,46,0,0,0
8372,34,359,0,0,0
8373,35,732,4,0,0
8374,34,46,0,0,0
8375,33,19337,0,0,0
8376,33,19338,3000,0,0
8377,33,19342,3000,0,0
8378,33,19343,3000,0,0
8379,27,25354,0,0,0
8380,33,19373,3000,0,0
8381,33,19372,3000,0,0
8382,33,19370,3000,0,0
8383,33,19371,3000,0,0
8384,33,19376,3000,0,0
8385,27,25354,0,0,0
8387,27,25354,0,0,0
8392,33,19377,3000,0,0
8393,37,139,0,10,1
8394,35,303,4,0,0
8396,34,357,0,0,0
8397,33,19395,0,0,0
8398,33,19378,0,0,0
8399,33,19389,3000,0,0
8401,61,695,0,0,0
8403,33,19405,0,100,0
8404,27,25005,0,0,0
8405,8,0,0,0,0
8406,33,19412,0,0,0
8407,33,19413,0,0,0
8408,33,19415,0,0,0
8409,34,359,0,0,0
8410,34,358,0,0,0
8411,34,46,0,0,0
8412,37,228,0,15,1
8418,13,600,45,0,0
8420,33,19423,0,0,0
8422,33,19443,0,0,0
8426,33,19449,3000,0,0
8428,33,19451,4000,0,0
8430,33,19452,3000,0,0
8431,33,19453,5000,0,0
8432,33,19462,4000,0,0
8435,34,235,0,0,0
8436,34,48,0,0,0
8437,25,484,0,0,0
8438,33,19496,1000,0,0
8441,33,19508,1000,0,0
8443,33,19519,0,0,0
8445,27,25697,0,0,0
8446,37,238,100,0,1
8447,35,1116,4,0,0
8448,35,1116,4,0,0
8449,35,1116,4,0,0
8450,35,1116,4,0,0
8451,35,1116,4,0,0
8452,35,1116,4,0,0
8453,35,1116,4,0,0
8454,35,1116,4,0,0
8455,35,1116,4,0,0
8456,34,370,0,0,0
8457,37,196,0,0,1
8459,67,4,0,0,0
8460,67,4,0,0,0
8461,67,4,0,0,0
8464,33,19559,3000,0,0
8465,33,19136,0,0,0
8466,33,19135,0,0,0
8471,38,63,500,0,0
8472,33,19561,0,100,0
8473,33,19562,0,0,0
8477,36,534,0,0,0
8478,34,219,0,0,0
8479,34,46,0,0,0
8481,34,318,0,0,0
8482,59,0,0,0,0
8483,35,1064,0,0,0
8484,34,73,0,0,0
8485,34,46,0,0,0
8486,34,33,4,0,0
8487,34,46,0,0,0
8488,34,36,4,0,0
8490,34,73,0,0,0
8491,34,48,0,0,0
8492,34,48,0,0,0
8493,36,456,0,0,0
8494,36,1064,0,0,0
8495,35,456,3,0,0
8496,34,48,0,0,0
8498,33,19593,0,0,0
8499,33,19593,0,0,0
8501,37,202,0,0,1
8502,24,504,0,0,0
8503,37,202,0,0,1
8507,33,19598,0,0,0
8508,13,100,15,0,0
8509,36,747,0,0,0
8510,34,41,0,0,0
8511,34,46,0,0,0
8512,36,902,0,0,0
8513,34,39,0,0,0
8514,40,30000,0,0,0
8515,41,0,0,0,0
8516,41,0,0,0,0
8517,13,100,10,0,0
8518,25,488,0,0,0
8520,33,19617,0,0,0
8522,33,19618,0,0,0
8523,41,0,0,0,0
8525,35,440,3,0,0
8527,13,500,20,0,0
8528,34,366,0,0,0
8531,40,24000,0,0,0
8532,39,0,530,0,0
8533,52,0,0,0,0
8535,66,1,0,0,0
8540,61,0,0,0,0
8541,59,0,0,0,0
8542,36,272,0,0,0
8543,34,18,0,0,0
8544,41,0,0,0,0
8545,40,15000,0,0,0
8546,39,0,420,0,0
8547,52,0,0,0,0
8548,33,19651,0,0,0
8549,36,1132,0,0,0
8550,34,18,0,0,0
8551,41,0,0,0,0
8552,36,1133,0,0,0
8553,34,18,0,0,0
8554,41,0,0,0,0
8558,33,19660,0,0,0
8559,33,19659,0,0,0
8560,34,71,0,0,0
8561,34,48,0,0,0
8562,34,213,0,0,0
8563,34,48,0,0,0
8564,34,211,0,0,0
8565,34,48,0,0,0
8566,34,68,0,0,0
8568,34,48,0,0,0
8569,34,214,0,0,0
8570,34,48,0,0,0
8571,34,311,0,0,0
8573,34,46,0,0,0
8574,34,305,0,0,0
8575,34,46,0,0,0
8576,34,305,0,0,0
8577,34,46,0,0,0
8578,34,326,0,0,0
8579,34,46,0,0,0
8580,34,321,0,0,0
8581,34,46,0,0,0
8582,34,80,0,0,0
8586,37,139,0,10,1
8587,35,303,4,0,0
8588,27,25660,0,0,0
8589,34,46,0,0,0
8590,34,304,0,0,0
8591,34,46,0,0,0
8592,34,313,0,0,0
8593,34,46,0,0,0
8594,34,312,0,0,0
8595,34,46,0,0,0
8596,34,321,0,0,0
8601,15,5768,1000,0,0
8611,38,86,700,0,0
8612,39,0,100,0,0
8613,40,24000,0,0,0
8614,52,0,0,0,0
8617,59,0,0,0,0
8619,33,19772,0,100,0
8625,34,384,0,0,0
8626,37,176,0,20,1
8627,34,73,0,0,0
8628,33,19816,0,0,0
8631,24,504,0,0,0
8632,24,504,0,0,0
8634,63,0,0,0,0
8635,33,19830,0,0,0
8640,66,1,0,0,0
8641,66,1,0,0,0
8642,66,1,0,0,0
8643,66,1,0,0,0
8644,66,1,0,0,0
8645,66,1,0,0,0
8646,66,1,0,0,0
8647,66,1,0,0,0
8648,66,1,0,0,0
8649,66,1,0,0,0
8650,15,2032,0,0,0
8651,63,0,0,0,0
8652,34,46,0,0,0
8653,35,757,4,0,0
8654,35,757,4,0,0
8656,28,10000,0,0,0
8657,33,19847,0,0,0
8658,33,19847,0,0,0
8664,59,0,0,0,0
8665,34,56,0,0,0
8666,41,0,0,0,0
8668,34,48,0,0,0
8670,25,372,0,0,0
8671,25,372,0,0,0
8672,70,0,0,0,0
8673,37,129,0,40,1
8674,37,145,0,200,1
8677,33,19861,0,100,0
8681,33,16202,0,0,0
8683,33,15337,0,100,0
8684,24,504,0,0,0
8686,33,15337,6000,100,0
8687,33,15337,12000,100,0
8688,33,15337,18000,100,0
8689,33,15337,24000,100,0
8690,13,700,40,0,0
8691,27,25962,0,0,0
8692,27,25963,0,0,0
8693,27,25964,0,0,0
8694,27,25965,0,0,0
8695,27,25966,0,0,0
8696,27,23634,0,0,0
8697,13,600,10,0,0
8698,34,2,3,0,0
8699,35,1275,4,0,0
8700,15,4975,1200,0,0
8703,33,15702,0,0,0
8704,33,19880,0,0,0
8705,15,4989,1200,0,0
8706,13,800,45,0,0
8707,37,129,0,40,1
8709,13,600,45,0,0
8711,66,1,0,0,0
8712,66,1,0,0,0
8713,66,1,0,0,0
8716,1,870,1,1,0
8717,1,870,2,2,0
8718,1,870,1,1,0
8719,1,870,2,2,0
8720,1,870,1,1,0
8721,1,870,2,2,0
8722,35,353,4,0,0
8723,40,1500,0,0,0
8724,41,0,0,0,0
8725,40,1500,0,0,0
8726,41,0,0,0,0
8727,41,0,0,0,0
8728,34,39,0,0,0
8729,40,2000,0,0,0
8730,37,105,0,20,1
8731,35,1126,4,0,0
8732,35,633,4,0,0
8733,37,105,0,20,1
8734,37,105,0,20,1
8735,35,633,4,0,0
8739,66,1,0,0,0
8741,1,3930,3,5,0
8742,1,3930,3,5,0
8743,1,3930,6,10,0
8744,1,3930,4,7,0
8745,63,0,0,0,0
8746,63,0,0,0,0
8755,33,19951,0,0,0
8756,42,0,100,100,0
8757,63,0,0,0,0
8758,66,1,0,0,0
8760,33,19966,0,0,0
8762,13,300,0,0,0
8763,33,19973,0,0,0
8764,33,19986,0,0,0
8765,25,513,0,0,0
8766,25,514,0,0,0
8767,34,199,0,0,0
8768,36,238,0,0,0
8769,34,46,0,0,0
8770,41,0,0,0,0
8771,34,39,0,0,0
8772,40,2000,0,0,0
8773,34,39,0,0,0
8774,40,2000,0,0,0
8775,34,39,0,0,0
8776,40,2000,0,0,0
8777,37,105,0,20,1
8778,37,105,0,20,1
8779,37,105,0,20,1
8780,35,633,4,0,0
8781,35,633,4,0,0
8782,41,0,0,0,0
8783,36,757,0,0,0
8784,34,39,0,0,0
8785,40,2000,0,0,0
8786,36,757,0,0,0
8787,34,39,0,0,0
8788,40,2000,0,0,0
8789,36,757,0,0,0
8790,34,39,0,0,0
8791,40,2000,0,0,0
8792,37,261,0,25,1
8793,37,261,0,18,1
8799,35,757,4,0,0
8800,35,757,4,0,0
8801,41,0,0,0,0
8802,35,727,3,0,0
8803,34,39,0,0,0
8804,40,2000,0,0,0
8805,35,727,3,0,0
8806,34,39,0,0,0
8807,40,2000,0,0,0
8808,35,727,3,0,0
8809,34,39,0,0,0
8810,40,2000,0,0,0
8811,37,77,0,25,1
8812,37,77,0,20,1
8813,37,77,0,15,1
8815,61,0,0,0,0
8816,59,0,0,0,0
8818,34,39,0,0,0
8823,42,100,25,0,0
8825,34,46,0,0,0
8826,34,358,0,0,0
8833,61,0,0,0,0
8834,59,0,0,0,0
8835,34,358,0,0,0
8836,34,356,0,0,0
8837,34,367,0,0,0
8843,34,368,0,0,0
8845,35,774,0,0,0
8846,34,121,0,1,0
8848,34,370,0,1,0
8849,37,238,0,0,1
8850,37,346,0,0,1
8851,13,500,45,0,0
8854,37,107,0,25,1
8855,34,39,0,0,0
8857,37,107,0,25,1
8859,37,107,0,25,1
8860,34,102,0,0,0
8861,37,86,1000,0,1
8862,35,559,4,0,0
8863,24,504,0,0,0
8864,35,353,4,0,0
8865,35,353,4,0,0
8866,34,41,0,0,0
8867,34,46,0,0,0
8872,34,167,0,0,0
8873,27,26072,0,0,0
8875,33,12640,0,0,0
8877,33,19415,0,0,0
8878,33,20095,0,100,0
8880,27,18995,0,0,0
8881,34,107,0,1,0
8882,36,1303,0,0,0
8883,41,0,0,0,0
8884,34,99,0,0,0
8885,40,30000,0,0,0
8886,37,347,0,20,1
8887,35,1303,4,0,0
8888,34,46,0,0,0
8889,33,20100,0,0,0
8890,35,494,3,0,0
8891,34,169,0,0,0
