id,comment,sub_id,sub_type,dying_time,sound_material_id,big,target_decal_size,use_target_decal,use_target_silhouette,use_target_highlight,name,camera_distance,show_name_tag,name_tag_offset,sound_pack_id,despawn_doodad_on_collision,play_mount_animation
734,housing_new_g step1,330,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_g_step1,12.0,t,0.0,,f,f
735,housing_new_g step2,331,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_g_step2,12.0,t,0.0,,f,f
736,housing_new_g step3,332,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_g_step3,12.0,t,0.0,,f,f
737,housing_new_g step4,333,PrefabModel,1.8,7,t,-1.0,f,f,t,housing_new_g_step4,12.0,t,0.0,,f,f
738,housing_new_h step0,334,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_h_step0,12.0,t,0.0,,f,f
739,housing_new_h step1,335,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_h_step1,12.0,t,0.0,,f,f
740,housing_new_h step2,336,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_h_step2,12.0,t,0.0,,f,f
741,housing_new_h step3,337,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_h_step3,12.0,t,0.0,,f,f
742,housing_new_h step4,338,PrefabModel,1.8,7,t,-1.0,f,f,t,housing_new_h_step4,12.0,t,0.0,,f,f
743,housing_new_i step0,339,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_i_step0,12.0,t,0.0,,f,f
744,housing_new_i step1,340,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_i_step1,12.0,t,0.0,,f,f
745,housing_new_i step2,341,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_i_step2,12.0,t,0.0,,f,f
746,housing_new_i step3,342,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_i_step3,12.0,t,0.0,,f,f
747,housing_new_i step4,343,PrefabModel,1.8,7,t,-1.0,f,f,t,housing_new_i_step4,12.0,t,0.0,,f,f
748,faceless_scratcher,371,ActorModel,0.0,10,f,0.0,t,t,f,faceless_scratcher,12.0,t,0.0,275,f,f
749,faceless_sorcerer,372,ActorModel,0.0,10,f,0.0,t,t,f,faceless_sorcerer,12.0,t,0.0,275,f,f
750,faceless_thrower,373,ActorModel,0.0,10,f,0.0,t,t,f,faceless_thrower,12.0,t,0.0,275,f,f
751,shark_white,374,ActorModel,0.0,10,f,0.0,t,t,f,shark_white,12.0,t,0.0,310,f,f
752,lizard_fast,375,ActorModel,0.0,10,f,0.0,t,t,f,lizard_fast,12.0,t,0.0,319,f,f
753,flyhell_spotted,376,ActorModel,0.0,10,f,0.0,t,t,f,flyhell_spotted,12.0,t,0.0,286,f,f
754,mandragora_spotted,377,ActorModel,0.0,10,f,0.0,t,t,f,mandragora_spotted,12.0,t,0.0,337,f,f
755,centipede_spotted,378,ActorModel,0.0,10,f,0.0,t,t,f,centipede_spotted,12.0,t,3.5,77,f,f
756,cockatrice_wild,379,ActorModel,0.0,10,f,3.0,t,t,f,cockatrice_wild,12.0,t,0.0,265,f,f
757,garuda_jade,380,ActorModel,0.0,10,f,0.0,t,t,f,garuda_jade,12.0,t,5.0,291,f,f
758,mimic_worn,381,ActorModel,0.0,10,f,0.0,t,t,f,mimic_worn,12.0,t,0.0,339,f,f
759,rat_brown,382,ActorModel,0.0,10,f,0.0,t,t,f,rat_brown,12.0,t,0.0,332,f,f
760,rat_grey,383,ActorModel,0.0,10,f,0.0,t,t,f,rat_grey,12.0,t,0.0,332,f,f
761,rat_white,384,ActorModel,0.0,10,f,0.0,t,t,f,rat_white,12.0,t,0.0,332,f,f
762,rat_yellow,385,ActorModel,0.0,10,f,0.0,t,t,f,rat_yellow,12.0,t,0.0,332,f,f
763,twoheadsnake_swamp,386,ActorModel,0.0,10,f,0.0,t,t,f,twoheadsnake_swamp,12.0,t,0.0,298,f,f
767,biarm_stoneax_archer,387,ActorModel,0.0,10,f,0.0,t,t,f,biarm_stoneax_archer,12.0,t,0.0,74,f,f
768,biarm_stoneax_scratcher,388,ActorModel,0.0,10,f,0.0,t,t,f,biarm_stoneax_scratcher,12.0,t,0.0,74,f,f
769,biarm_stoneax_warrior,389,ActorModel,0.0,10,f,0.0,t,t,f,biarm_stoneax_warrior,12.0,t,0.0,74,f,f
770,biarm_stoneaxhq_flame_thrower,390,ActorModel,0.0,10,f,0.0,t,t,f,biarm_stoneaxhq_flame_thrower,12.0,t,0.0,74,f,f
771,biarm_stoneaxhq_poison_thrower,391,ActorModel,0.0,10,f,0.0,t,t,f,biarm_stoneaxhq_poison_thrower,12.0,t,0.0,74,f,f
772,singboat,26,VehicleModel,0.0,7,f,0.0,t,t,f,singboat,12.0,t,0.0,145,f,t
773,singshiphouse,27,VehicleModel,0.0,7,f,0.0,t,t,f,singshiphouse,12.0,t,0.0,,f,f
774,frog_green,392,ActorModel,0.0,10,f,0.0,t,t,f,frog_green,12.0,t,0.0,288,f,f
776,green_python,394,ActorModel,0.0,10,f,0.0,t,t,f,green_python,12.0,t,0.0,408,f,f
777,viper_snake,395,ActorModel,0.0,10,f,0.0,t,t,f,viper_snake,12.0,t,0.0,408,f,f
778,flower_snake,396,ActorModel,0.0,10,f,0.0,t,t,f,flower_snake,12.0,t,0.0,408,f,f
779,frog_brown,397,ActorModel,0.0,10,f,0.0,t,t,f,frog_brown,12.0,t,0.0,288,f,f
780,frog_brown_spot,398,ActorModel,0.0,10,f,0.0,t,t,f,frog_brown_spot,12.0,t,0.0,288,f,f
781,frog_green_spot,399,ActorModel,0.0,10,f,0.0,t,t,f,frog_green_spot,12.0,t,0.0,288,f,f
782,daru_pilot,400,ActorModel,0.0,10,f,0.0,t,t,f,daru_pilot,12.0,t,0.0,237,f,f
783,centauros_snowfield_archer,401,ActorModel,0.0,10,f,0.0,t,t,f,centauros_snowfield_archer,12.0,t,0.0,264,f,f
784,centauros_snowfield_warrior,402,ActorModel,0.0,10,f,0.0,t,t,f,centauros_snowfield_warrior,12.0,t,0.0,264,f,f
785,centauros_black_archer,403,ActorModel,0.0,10,f,0.0,t,t,f,centauros_black_archer,12.0,t,0.0,264,f,f
786,centauros_black_shaman,404,ActorModel,0.0,10,f,0.0,t,t,f,centauros_black_shaman,12.0,t,0.0,264,f,f
787,centauros_black_warrior,405,ActorModel,0.0,10,f,0.0,t,t,f,centauros_black_warrior,12.0,t,0.0,264,f,f
788,grubs_bone,406,ActorModel,0.0,10,f,0.0,t,t,f,grubs_bone,12.0,t,0.0,8,f,f
789,harpy_redwing,407,ActorModel,0.0,10,f,0.0,t,t,f,harpy_redwing,12.0,t,0.0,301,f,f
791,sarracenia_bogs,409,ActorModel,0.0,10,f,0.0,t,t,f,sarracenia_bogs,12.0,t,0.0,307,f,f
792,nuian_castle_tower a step4,347,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_tower_a_step4,12.0,f,0.0,,f,f
793,nuian_castle_tower a step3,348,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_tower_a_step3,12.0,t,0.0,,f,f
794,nuian_castle_tower a step2,349,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_tower_a_step2,12.0,t,0.0,,f,f
795,nuian_castle_tower a step1,350,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_tower_a_step1,12.0,t,0.0,,f,f
796,nuian_castle_tower a step0,351,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_tower_a_step0,12.0,t,0.0,,f,f
797,nuian_castle_tower b step4,352,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_tower_b_step4,12.0,t,0.0,,f,f
798,nuian_castle_tower b step3,353,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_tower_b_step3,12.0,t,0.0,,f,f
799,nuian_castle_tower b step2,354,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_tower_b_step2,12.0,t,0.0,,f,f
800,nuian_castle_tower b step1,355,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_tower_b_step1,12.0,t,0.0,,f,f
801,nuian_castle_tower b step0,356,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_tower_b_step0,12.0,t,0.0,,f,f
802,nuian_castle_wall_13m_slope0 step4,357,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope0_step4,12.0,t,0.0,,f,f
803,nuian_castle_wall_13m_slope0 step3,358,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope0_step3,12.0,t,0.0,,f,f
804,nuian_castle_wall_13m_slope0 step2,359,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope0_step2,12.0,t,0.0,,f,f
805,nuian_castle_wall_13m_slope0 step1,360,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope0_step1,12.0,t,0.0,,f,f
806,nuian_castle_wall_13m_slope0 step0,361,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope0_step0,12.0,t,0.0,,f,f
807,nuian_castle_wall_13m_slope1 step4,362,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope1_step4,12.0,t,0.0,,f,f
808,nuian_castle_wall_13m_slope1 step3,363,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope1_step3,12.0,t,0.0,,f,f
809,nuian_castle_wall_13m_slope1 step2,364,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope1_step2,12.0,t,0.0,,f,f
810,nuian_castle_wall_13m_slope1 step1,365,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope1_step1,12.0,t,0.0,,f,f
811,nuian_castle_wall_13m_slope1 step0,366,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope1_step0,12.0,t,0.0,,f,f
812,nuian_castle_wall_13m_slope2 step4,367,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope2_step4,12.0,t,0.0,,f,f
813,nuian_castle_wall_13m_slope2 step3,368,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope2_step3,12.0,t,0.0,,f,f
814,nuian_castle_wall_13m_slope2 step2,369,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope2_step2,12.0,t,0.0,,f,f
815,nuian_castle_wall_13m_slope2 step1,370,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope2_step1,12.0,t,0.0,,f,f
816,nuian_castle_wall_13m_slope2 step0,371,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope2_step0,12.0,t,0.0,,f,f
817,nuian_castle_wall_21m_slope0 step4,372,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope0_step4,12.0,t,0.0,,f,f
818,nuian_castle_wall_21m_slope0 step3,373,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope0_step3,12.0,t,0.0,,f,f
819,nuian_castle_wall_21m_slope0 step2,374,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope0_step2,12.0,t,0.0,,f,f
820,nuian_castle_wall_21m_slope0 step1,375,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope0_step1,12.0,t,0.0,,f,f
821,nuian_castle_wall_21m_slope0 step0,376,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope0_step0,12.0,t,0.0,,f,f
822,nuian_castle_wall_21m_slope1 step4,377,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope1_step4,12.0,t,0.0,,f,f
823,nuian_castle_wall_21m_slope1 step3,378,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope1_step3,12.0,t,0.0,,f,f
824,nuian_castle_wall_21m_slope1 step2,379,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope1_step2,12.0,t,0.0,,f,f
825,nuian_castle_wall_21m_slope1 step1,380,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope1_step1,12.0,t,0.0,,f,f
826,nuian_castle_wall_21m_slope1 step0,381,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope1_step0,12.0,t,0.0,,f,f
827,nuian_castle_wall_21m_slope2 step4,382,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope2_step4,12.0,t,0.0,,f,f
828,nuian_castle_wall_21m_slope2 step3,383,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope2_step3,12.0,t,0.0,,f,f
829,nuian_castle_wall_21m_slope2 step2,384,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope2_step2,12.0,t,0.0,,f,f
830,nuian_castle_wall_21m_slope2 step1,385,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope2_step1,12.0,t,0.0,,f,f
831,nuian_castle_wall_21m_slope2 step0,386,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope2_step0,12.0,t,0.0,,f,f
832,hippogriff,410,ActorModel,0.0,10,f,0.0,t,t,f,hippogriff,12.0,t,0.0,,f,f
834,kraken_test,412,ActorModel,0.0,10,t,0.0,t,f,f,kraken_test,12.0,t,0.0,318,f,f
835,황의 탱크,28,VehicleModel,0.0,7,f,0.0,t,t,f,model835,12.0,t,0.0,171,f,f
836,nuian_castle_wall_13m_slope1m step4,387,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope1m_step4,12.0,t,0.0,,f,f
837,nuian_castle_wall_13m_slope1m step3,388,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope1m_step3,12.0,t,0.0,,f,f
838,nuian_castle_wall_13m_slope1m step2,389,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope1m_step2,12.0,t,0.0,,f,f
839,nuian_castle_wall_13m_slope1m step1,390,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope1m_step1,12.0,t,0.0,,f,f
840,nuian_castle_wall_13m_slope1m step0,391,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope1m_step0,12.0,t,0.0,,f,f
841,nuian_castle_wall_13m_slope2m step4,392,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope2m_step4,12.0,t,0.0,,f,f
842,nuian_castle_wall_13m_slope2m step3,393,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope2m_step3,12.0,t,0.0,,f,f
843,nuian_castle_wall_13m_slope2m step2,394,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope2m_step2,12.0,t,0.0,,f,f
844,nuian_castle_wall_13m_slope2m step1,395,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope2m_step1,12.0,t,0.0,,f,f
845,nuian_castle_wall_13m_slope2m step0,396,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_13m_slope2m_step0,12.0,t,0.0,,f,f
846,nuian_castle_wall_21m_slope1m step4,397,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope1m_step4,12.0,t,0.0,,f,f
847,nuian_castle_wall_21m_slope1m step3,398,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope1m_step3,12.0,t,0.0,,f,f
848,nuian_castle_wall_21m_slope1m step2,399,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope1m_step2,12.0,t,0.0,,f,f
849,nuian_castle_wall_21m_slope1m step1,400,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope1m_step1,12.0,t,0.0,,f,f
850,nuian_castle_wall_21m_slope1m step0,401,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope1m_step0,12.0,t,0.0,,f,f
851,nuian_castle_wall_21m_slope2m step4,402,PrefabModel,10.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope2m_step4,12.0,t,0.0,,f,f
852,nuian_castle_wall_21m_slope2m step3,403,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope2m_step3,12.0,t,0.0,,f,f
853,nuian_castle_wall_21m_slope2m step2,404,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope2m_step2,12.0,t,0.0,,f,f
854,nuian_castle_wall_21m_slope2m step1,405,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope2m_step1,12.0,t,0.0,,f,f
855,nuian_castle_wall_21m_slope2m step0,406,PrefabModel,2.0,8,t,0.0,f,f,t,nuian_castle_wall_21m_slope2m_step0,12.0,t,0.0,,f,f
857,황의 탱크2,29,VehicleModel,0.0,7,f,0.0,t,t,f,model857,12.0,t,0.0,171,f,f
858,sheep_black,413,ActorModel,0.0,10,f,0.0,t,t,f,sheep_black,12.0,t,0.0,,f,f
859,sheep_brown,414,ActorModel,0.0,10,f,0.0,t,t,f,sheep_brown,12.0,t,0.0,,f,f
860,flamingo_blue,415,ActorModel,0.0,10,f,0.0,t,t,f,flamingo_blue,12.0,t,0.0,284,f,f
862,yaksa_big,417,ActorModel,0.0,8,t,0.0,t,f,t,yaksa_big,12.0,t,0.0,239,f,f
863,chicken,418,ActorModel,0.0,10,f,0.0,t,t,f,chicken,12.0,t,0.0,,f,f
864,porcupineslime_long,419,ActorModel,0.0,10,f,0.0,t,t,f,porcupineslime_long,12.0,t,0.0,365,f,f
865,kraken_gstar,420,ActorModel,0.0,10,t,0.0,t,f,f,kraken_gstar,12.0,t,0.0,318,f,f
866,뜰틀,10,ShipModel,0.0,12,f,0.0,f,f,t,model866,12.0,t,0.0,,f,f
867,황의 쾌속정,11,ShipModel,0.0,12,t,0.0,f,t,t,model867,12.0,t,0.0,146,f,f
868,nuia_h_castle_brige_a step4,408,PrefabModel,10.0,7,t,-1.0,f,f,t,nuia_h_castle_brige_a_step4,12.0,t,0.0,,f,f
869,nuia_h_castle_brige_a step0,409,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_castle_brige_a_step0,12.0,t,0.0,,f,f
870,castle_gate_a step4,410,PrefabModel,10.0,8,t,-1.0,f,f,t,castle_gate_a_step4,12.0,t,0.0,,f,f
871,castle_gate_a step3,411,PrefabModel,2.0,8,t,-1.0,f,f,t,castle_gate_a_step3,12.0,t,0.0,,f,f
872,castle_gate_a step2,412,PrefabModel,2.0,8,t,-1.0,f,f,t,castle_gate_a_step2,12.0,t,0.0,,f,f
873,castle_gate_a step1,413,PrefabModel,-1.0,8,t,2.0,f,f,t,castle_gate_a_step1,12.0,t,0.0,,f,f
874,castle_gate_a step0,414,PrefabModel,2.0,8,t,-1.0,f,f,t,castle_gate_a_step0,12.0,t,0.0,,f,f
875,nuia_h_castle_brige_b step4 ,415,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_castle_brige_b_step4,12.0,t,0.0,,f,f
876,nuia_h_castle_brige_b step0 ,416,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_castle_brige_b_step0,12.0,t,0.0,,f,f
877,nuia_h_guild_a step4,417,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_a_step4,12.0,t,0.0,,f,f
878,nuia_h_guild_a step3,418,PrefabModel,1.0,7,t,-1.0,f,f,t,nuia_h_guild_a_step3,12.0,t,0.0,,f,f
879,nuia_h_guild_a step2,419,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_a_step2,12.0,t,0.0,,f,f
880,nuia_h_guild_a step1,420,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_a_step1,12.0,t,0.0,,f,f
881,nuia_h_guild_a step0,421,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_a_step0,12.0,t,0.0,,f,f
882,nuia_h_guild_b step4,422,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_b_step4,12.0,t,0.0,,f,f
883,nuia_h_guild_b step3,423,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_b_step3,12.0,t,0.0,,f,f
884,nuia_h_guild_b step2,424,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_b_step2,12.0,t,0.0,,f,f
885,nuia_h_guild_b step1,425,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_b_step1,12.0,t,0.0,,f,f
886,nuia_h_guild_b step0,426,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_b_step0,12.0,t,0.0,,f,f
887,nuia_h_guild_c step4,427,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_c_step4,12.0,t,0.0,,f,f
888,nuia_h_guild_c step3,428,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_c_step3,12.0,t,0.0,,f,f
889,nuia_h_guild_c step2,429,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_c_step2,12.0,t,0.0,,f,f
890,nuia_h_guild_c step1,430,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_c_step1,12.0,t,0.0,,f,f
891,nuia_h_guild_c step0,431,PrefabModel,2.0,7,t,-1.0,f,f,t,nuia_h_guild_c_step0,12.0,t,0.0,,f,f
892,고전 전차,30,VehicleModel,3.0,7,f,0.0,f,f,t,siegetank_a,20.0,t,0.0,171,t,f
893,guard tower_base,432,PrefabModel,2.0,8,t,0.0,f,f,t,guard_tower_base,12.0,t,0.0,,f,f
894,guard tower_active,433,PrefabModel,2.0,8,t,0.0,f,f,t,guard_tower_active,12.0,t,0.0,,f,f
895,harpoon,31,VehicleModel,0.0,7,f,0.0,t,t,f,harpoon,20.0,f,0.0,,f,f
896,치근의 날으는 양탄자,32,VehicleModel,0.0,10,f,0.0,f,f,t,flyingcarpet,12.0,t,0.0,,f,f
897,크라켄,421,ActorModel,0.0,10,t,0.0,f,f,t,kraken,12.0,t,0.0,318,f,f
898,화염 공성 전차,33,VehicleModel,3.0,7,f,0.0,f,f,t,siegetank_b,20.0,t,0.0,171,t,f
899,철갑 공성 전차,34,VehicleModel,3.0,7,f,0.0,f,f,t,siegetank_c,20.0,t,0.0,171,t,f
900,giant_brute,422,ActorModel,0.0,8,t,0.0,t,f,f,giant_brute,12.0,t,0.0,51,f,f
901,basilisk_big,423,ActorModel,0.0,10,t,0.0,t,f,f,basilisk_big,12.0,t,0.0,232,f,f
902,누이아 중형주택 A,434,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_a_step0,12.0,t,0.0,,f,f
903,누이아 중형주택 A,435,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_a_step1,12.0,t,0.0,,f,f
904,누이아 중형주택 A,436,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_a_step2,12.0,t,0.0,,f,f
905,누이아 중형주택 A,437,PrefabModel,0.0,7,f,0.0,f,f,t,housing_120_a_step3,12.0,t,0.0,,f,f
906,누이아 중형주택 A,438,PrefabModel,6.0,7,t,0.0,f,f,t,housing_120_a_step4,12.0,t,0.0,,f,f
907,누이아 중형주택 B,439,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_b_step0,12.0,t,0.0,,f,f
908,누이아 중형주택 B,440,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_b_step1,12.0,t,0.0,,f,f
909,누이아 중형주택 B,441,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_b_step2,12.0,t,0.0,,f,f
910,누이아 중형주택 B,442,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_b_step3,12.0,t,0.0,,f,f
911,누이아 중형주택 B,443,PrefabModel,6.0,7,t,0.0,f,f,t,housing_120_b_step4,12.0,t,0.0,,f,f
912,누이아 중형주택 C,444,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_c_step0,12.0,t,0.0,,f,f
913,누이아 중형주택 C,445,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_c_step1,12.0,t,0.0,,f,f
914,누이아 중형주택 C,446,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_c_step2,12.0,t,0.0,,f,f
915,누이아 중형주택 C,447,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_c_step3,12.0,t,0.0,,f,f
916,누이아 중형주택 C,448,PrefabModel,6.0,7,t,0.0,f,f,t,housing_120_c_step4,12.0,t,0.0,,f,f
917,누이아 중형주택 D,449,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_d_step0,12.0,t,0.0,,f,f
918,누이아 중형주택 D,450,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_d_step1,12.0,t,0.0,,f,f
919,누이아 중형주택 D,451,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_d_step2,12.0,t,0.0,,f,f
920,누이아 중형주택 D,452,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_d_step3,12.0,t,0.0,,f,f
921,누이아 중형주택 D,453,PrefabModel,6.0,7,t,0.0,f,f,t,housing_120_d_step4,12.0,t,0.0,,f,f
922,누이아 중형주택 E,454,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_e_step0,12.0,t,0.0,,f,f
923,누이아 중형주택 E,455,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_e_step1,12.0,t,0.0,,f,f
924,누이아 중형주택 E,456,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_e_step2,12.0,t,0.0,,f,f
925,누이아 중형주택 E,457,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_e_step3,12.0,t,0.0,,f,f
926,누이아 중형주택 E,458,PrefabModel,6.0,7,t,0.0,f,f,t,housing_120_e_step4,12.0,t,0.0,,f,f
927,누이아 중형주택 F,459,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_f_step0,12.0,t,0.0,,f,f
928,누이아 중형주택 F,460,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_f_step1,12.0,t,0.0,,f,f
929,누이아 중형주택 F,461,PrefabModel,0.0,7,f,0.0,f,f,t,housing_120_f_step2,12.0,t,0.0,,f,f
930,누이아 중형주택 F,462,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_f_step3,12.0,t,0.0,,f,f
931,누이아 중형주택 F,463,PrefabModel,6.0,7,t,0.0,f,f,t,housing_120_f_step4,12.0,t,0.0,,f,f
932,누이아 중형주택 G,464,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_g_step0,12.0,t,0.0,,f,f
933,누이아 중형주택 G,465,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_g_step1,12.0,t,0.0,,f,f
934,누이아 중형주택 G,466,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_g_step2,12.0,t,0.0,,f,f
935,누이아 중형주택 G,467,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_g_step3,12.0,t,0.0,,f,f
936,누이아 중형주택 G,468,PrefabModel,6.0,7,f,0.0,f,f,t,housing_120_g_step4,12.0,t,0.0,,f,f
937,누이아 중형주택 H,469,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_h_step0,12.0,t,0.0,,f,f
938,누이아 중형주택 H,470,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_h_step1,12.0,t,0.0,,f,f
939,누이아 중형주택 H,471,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_h_step2,12.0,t,0.0,,f,f
940,누이아 중형주택 H,472,PrefabModel,0.0,7,t,0.0,f,f,t,housing_120_h_step3,12.0,t,0.0,,f,f
941, 누이아 중형주택 H,473,PrefabModel,6.0,7,t,0.0,f,f,t,housing_120_h_step4,12.0,t,0.0,,f,f
