id,buff_id,event_id,effect_on_source,effect_id,use_damage_amount,use_original_source,target_buff_tag_id,target_no_buff_tag_id,synergy
3973,6479,12,f,32254,f,f,,,f
3974,6480,12,f,32255,f,f,,,f
3975,6481,6,f,32256,f,f,,,f
3976,6481,12,f,32258,f,f,,,f
3978,6482,7,f,32260,f,f,,,f
3979,6482,8,f,32261,f,f,,,f
3980,6486,6,f,32286,f,f,,,f
3981,6487,6,f,32292,f,f,,,f
3983,6489,12,f,32297,f,f,,,f
3984,6486,6,f,32299,f,f,,,f
3985,6487,6,f,32300,f,f,,,f
3990,6492,6,f,32311,f,f,,,f
3991,6493,6,f,32320,f,f,,,f
3992,6493,6,f,32321,f,f,,,f
3993,6498,6,t,32411,f,t,,,f
3995,6506,7,f,32468,f,f,,,f
3996,6506,8,f,32469,f,f,,,f
3997,6507,11,t,32471,f,f,,,f
3998,6507,11,t,32472,f,f,,,f
3999,6507,6,t,32473,f,f,,,f
4000,6507,5,t,32474,f,f,,,f
4001,6507,15,t,32475,f,f,,,f
4002,6505,6,f,32477,f,f,,,f
4003,6504,12,f,32496,f,f,,,f
4010,6535,6,f,32550,f,f,,,f
4013,6540,6,f,32583,f,f,,,f
4014,6535,6,f,32584,f,f,,,f
4015,6542,12,f,32593,f,f,,,f
4016,6543,12,f,32598,f,f,,,f
4017,6544,12,f,32599,f,f,,,f
4018,6545,12,f,32600,f,f,,,f
4019,6547,11,t,32605,f,f,,,f
4020,6547,11,t,32606,f,f,,,f
4021,6547,6,t,32607,f,f,,,f
4022,6547,5,t,32608,f,f,,,f
4023,6547,15,t,32609,f,f,,,f
4024,6549,6,f,32611,f,f,,,f
4025,6550,6,f,32612,f,f,,,f
4027,6565,12,f,32643,f,f,,,f
4028,6565,12,f,32644,f,f,,,f
4029,6565,12,f,32645,f,t,,,f
4030,6565,6,f,32646,f,f,,,f
4031,6565,6,t,32647,f,t,,,f
4035,6570,6,f,32659,f,f,,,f
4036,6571,6,f,32660,f,f,,,f
4037,6572,6,f,32663,f,f,,,f
4038,6574,12,f,32675,f,f,,,f
4039,6575,11,t,32677,f,f,,,f
4040,6575,11,t,32678,f,f,,,f
4041,6575,6,t,32679,f,f,,,f
4042,6575,5,t,32680,f,f,,,f
4043,6575,15,t,32681,f,f,,,f
4045,6578,12,f,32699,f,f,,,f
4046,6578,6,f,32700,f,f,,,f
4047,6578,6,f,32701,f,f,,,f
4048,6579,11,t,32710,f,f,,,f
4049,6579,11,t,32711,f,f,,,f
4050,6579,6,t,32712,f,f,,,f
4051,6579,5,t,32713,f,f,,,f
4052,6579,15,t,32714,f,f,,,f
4054,6416,6,t,32731,f,t,,,f
4055,6584,11,t,32736,f,f,,,f
4056,6584,11,t,32737,f,f,,,f
4057,6584,6,t,32738,f,f,,,f
4058,6584,5,t,32739,f,f,,,f
4059,6584,15,t,32740,f,f,,,f
4060,6588,6,f,32771,f,f,,,f
4061,6588,6,f,32772,f,f,,,f
4063,6589,6,f,32781,f,f,,,f
4064,6595,6,f,32797,f,f,,,f
4065,6595,6,f,32798,f,f,,,f
4071,6609,12,f,32818,f,t,,,f
4075,6629,12,f,32915,f,f,,,f
4076,6630,12,f,32916,f,f,,,f
4077,6631,12,f,32917,f,f,,,f
4078,6632,12,f,32918,f,f,,,f
4079,6637,12,f,32923,f,t,,,f
4082,6569,6,f,32969,f,f,,,f
4083,6569,6,f,32970,f,f,,,f
4084,6653,12,f,32973,f,f,,,f
4085,6653,6,f,32976,f,f,,,f
4086,6655,6,f,32977,f,f,,,f
4089,6662,4,f,33014,t,f,,,f
4091,6648,6,f,33028,f,f,,,f
4094,6678,11,f,33057,f,f,,,f
4099,6634,12,f,33078,f,f,,,f
4100,6681,6,f,33084,f,f,,,f
4103,6682,6,f,33089,f,f,,,f
4104,6683,6,f,33093,f,f,,,f
4105,6684,6,f,33107,f,f,,,f
4106,6686,6,f,33111,f,f,,,f
4107,6687,12,f,33112,f,f,,,f
4108,6687,6,f,33113,f,f,,,f
4109,6520,6,f,33114,f,f,,,f
4110,6688,6,f,33118,f,f,,,f
4111,6698,4,f,33166,f,f,,,f
4112,6698,6,f,33167,f,f,,,f
4113,6698,4,f,33168,f,f,,,f
4114,6699,12,f,33172,f,f,,,f
4115,6700,12,f,33173,f,f,,,f
4116,6701,12,f,33174,f,f,,,f
4117,6703,6,f,33189,f,f,,,f
4118,6652,12,f,33190,f,f,,,f
4119,6709,4,f,33195,t,f,,,f
4120,6710,4,f,33196,t,f,,,f
4121,6443,6,f,33216,f,f,,,f
4122,6713,12,f,33217,f,f,1068,,f
4123,6715,12,f,33218,f,f,1068,,f
4125,6724,6,f,33244,f,f,,,f
4129,6737,6,f,33316,f,f,,,f
4132,6743,6,f,33330,f,f,,,f
4136,6747,11,t,33344,f,f,,,f
4137,6747,11,t,33345,f,f,,,f
4138,6747,6,t,33346,f,f,,,f
4139,6747,5,t,33347,f,f,,,f
4140,6747,15,t,33348,f,f,,,f
4141,6452,6,f,33578,f,f,,,f
4142,6764,12,f,33588,f,f,,,f
4143,6766,12,f,33595,f,f,,1314,f
4144,6765,12,f,33596,f,f,,,f
4145,6767,12,f,33597,f,f,,1314,f
4147,6633,12,f,33603,f,f,,,f
4148,6633,12,f,33604,f,f,,,f
4150,6742,12,f,33606,f,f,,,f
4151,6774,12,f,33610,f,f,,,f
4152,6774,12,f,33613,f,f,,,f
4153,2680,6,t,33617,f,f,,,f
4155,6773,12,f,33621,f,f,,,f
4161,6776,6,f,33633,f,f,,,f
4162,6776,6,f,33634,f,f,,,f
4163,6776,6,f,33635,f,f,,,f
4164,6776,6,f,33636,f,f,,,f
4165,6776,6,f,33637,f,f,,,f
4166,6776,6,f,33638,f,f,,,f
4167,6776,6,f,33639,f,f,,,f
4168,6776,6,f,33640,f,f,,,f
4169,6776,6,f,33641,f,f,,,f
4170,6776,6,f,33642,f,f,,,f
4171,6776,6,f,33643,f,f,,,f
4172,6776,6,f,33644,f,f,,,f
4173,6776,6,f,33645,f,f,,,f
4174,6776,6,f,33646,f,f,,,f
4175,6776,6,f,33647,f,f,,,f
4176,6776,6,f,33648,f,f,,,f
4177,6776,6,f,33649,f,f,,,f
4178,6776,6,f,33650,f,f,,,f
4179,6776,6,f,33651,f,f,,,f
4180,6776,6,f,33652,f,f,,,f
4181,6776,6,f,33653,f,f,,,f
4182,6776,6,f,33654,f,f,,,f
4183,6776,6,f,33655,f,f,,,f
4184,6781,4,f,33671,f,f,,,f
4186,6781,4,t,33681,f,t,,,f
4187,6784,12,f,33690,f,f,,,f
4188,6785,12,f,33692,f,f,,,f
4192,6788,12,f,33704,f,f,,,f
4193,6791,6,f,33709,f,f,,,f
4194,6791,12,t,33710,f,f,,,f
4195,6792,6,f,33711,f,f,,,f
4196,6794,8,f,33741,f,f,,,f
4197,6794,6,f,33742,f,t,,,f
4198,6795,6,f,33748,f,f,,,f
4199,6796,6,f,33750,f,f,,,f
4200,6798,6,f,33752,f,f,,,f
4202,6807,12,f,33805,f,f,,,f
4206,6814,6,f,33821,f,f,,,f
4207,6818,12,f,33856,f,f,,,f
4208,6849,12,f,33890,f,t,,,f
4209,6853,6,f,33904,f,f,1324,,f
4210,6855,6,f,33906,f,f,1324,,f
4211,6856,6,t,33907,f,f,1324,,f
4215,6861,6,f,33964,f,f,,,f
4217,6864,6,f,33971,f,f,,,f
4220,6867,6,f,33983,f,f,,,f
4221,6868,6,f,33984,f,f,,,f
4222,6869,6,f,33990,f,f,,,f
4223,6870,6,f,33991,f,f,,,f
4224,6869,6,f,33992,f,f,,,f
4225,6888,4,f,34049,f,f,,,f
4226,6888,6,f,34050,f,f,,,f
4229,6896,5,f,34067,f,f,,,f
4230,6896,6,f,34068,f,f,,,f
4232,6901,9,f,34082,t,f,,,f
4237,6917,6,f,34128,f,f,,,f
4238,6902,4,f,34129,f,f,,,f
4239,6902,6,f,34130,f,f,,,f
4241,6926,6,f,34140,f,f,,,f
4242,6725,12,f,34143,f,f,,,f
4243,6937,6,f,34144,f,f,,,f
4244,6937,6,f,34145,f,f,,,f
4245,6937,6,f,34146,f,f,,,f
4246,6937,6,f,34147,f,f,,,f
4247,6943,11,t,34177,f,f,,,f
4248,6943,11,t,34178,f,f,,,f
4249,6943,6,t,34179,f,f,,,f
4250,6943,5,t,34180,f,f,,,f
4251,6943,15,t,34181,f,f,,,f
4253,6947,4,f,34252,f,f,,,f
4254,6947,9,f,34253,t,f,,,f
4255,6947,6,f,34254,f,f,,,f
4260,6951,6,f,34281,f,t,,,f
4262,6953,6,f,34283,f,f,,,f
4265,6956,12,f,34287,f,t,,,f
4266,6961,16,f,34346,f,t,,,f
4267,6968,6,f,34364,f,f,,,f
4269,6973,2,f,34412,f,f,,,f
4270,82,12,f,34431,f,t,,,f
4271,6976,4,f,34433,f,f,,,f
4272,6976,12,f,34439,f,f,,,f
4273,6977,6,f,34441,f,f,,,f
4274,6977,12,f,34442,f,t,,,f
4275,6979,6,f,34455,f,f,,,f
4276,6981,12,f,34460,f,t,,,f
4277,6967,6,f,34467,f,f,,,f
4278,6987,12,f,34510,f,f,,,f
4281,6583,12,f,34581,f,f,,,f
4284,6998,12,f,34599,f,f,,,f
4287,6962,12,f,34609,f,f,,,f
4291,6980,6,f,34656,f,f,,,f
4293,7018,6,f,34684,f,f,,,f
4294,7030,12,f,34685,f,f,,,f
4296,7035,7,f,34696,f,f,,,f
4297,7035,8,f,34697,f,f,,,f
4298,7035,9,f,34698,f,f,,,f
4299,7035,10,f,34699,f,f,,,f
4300,7035,10,f,34700,f,f,,,f
4301,7035,10,f,34701,f,f,,,f
4302,7040,12,f,34708,f,t,,,f
4303,6893,12,f,34712,f,f,,,f
4304,6953,12,f,34713,f,f,,,f
4305,6916,5,f,34734,f,f,,,f
4306,6916,5,f,34735,f,f,,,f
