id,quest_component_id,act_detail_id,act_detail_type
31661,22472,659,QuestActConAcceptSphere
31662,22499,1027,QuestActSupplyCopper
31663,22502,6,QuestActSupplyCrimePoint
31664,22499,7,QuestActSupplyCrimePoint
31665,22474,4348,QuestActConReportNpc
31666,22496,3632,QuestActSupplyItem
31667,22505,4040,QuestActConAcceptNpc
31668,22506,2524,QuestActObjItemGather
31669,22507,4349,QuestActConReportNpc
31670,22509,4041,QuestActConAcceptNpc
31671,22510,2525,QuestActObjItemGather
31672,22511,4350,QuestActConReportNpc
31673,22512,3633,QuestActSupplyItem
31674,22508,3634,QuestActSupplyItem
31688,22309,69,QuestActSupplyHonorPoint
31689,22514,70,QuestActSupplyHonorPoint
31690,22514,3635,QuestActSupplyItem
31691,22517,611,QuestActSupplyExp
31692,22517,1028,QuestActSupplyCopper
31693,22517,39,QuestActSupplyAppellation
31694,22517,1295,QuestActConAutoComplete
31695,22520,612,QuestActSupplyExp
31696,22520,1029,QuestActSupplyCopper
31697,22520,40,QuestActSupplyAppellation
31698,22520,1296,QuestActConAutoComplete
31699,22523,613,QuestActSupplyExp
31700,22523,1030,QuestActSupplyCopper
31701,22523,41,QuestActSupplyAppellation
31702,22523,1297,QuestActConAutoComplete
31703,22526,614,QuestActSupplyExp
31704,22526,1031,QuestActSupplyCopper
31705,22526,42,QuestActSupplyAppellation
31706,22526,1298,QuestActConAutoComplete
31707,22529,615,QuestActSupplyExp
31708,22529,1032,QuestActSupplyCopper
31709,22529,43,QuestActSupplyAppellation
31710,22529,1299,QuestActConAutoComplete
31711,22532,616,QuestActSupplyExp
31712,22532,1033,QuestActSupplyCopper
31713,22532,44,QuestActSupplyAppellation
31714,22532,1300,QuestActConAutoComplete
31715,22535,617,QuestActSupplyExp
31716,22535,1034,QuestActSupplyCopper
31717,22535,45,QuestActSupplyAppellation
31718,22535,1301,QuestActConAutoComplete
31719,22538,618,QuestActSupplyExp
31720,22538,1035,QuestActSupplyCopper
31721,22538,46,QuestActSupplyAppellation
31722,22538,1302,QuestActConAutoComplete
31723,22541,619,QuestActSupplyExp
31724,22541,1036,QuestActSupplyCopper
31725,22541,47,QuestActSupplyAppellation
31726,22541,1303,QuestActConAutoComplete
31727,22544,620,QuestActSupplyExp
31728,22544,1037,QuestActSupplyCopper
31729,22544,48,QuestActSupplyAppellation
31730,22544,1304,QuestActConAutoComplete
31731,22547,621,QuestActSupplyExp
31732,22547,1038,QuestActSupplyCopper
31733,22547,49,QuestActSupplyAppellation
31734,22547,1305,QuestActConAutoComplete
31735,22550,622,QuestActSupplyExp
31736,22550,1039,QuestActSupplyCopper
31737,22550,50,QuestActSupplyAppellation
31738,22550,1306,QuestActConAutoComplete
31739,22553,623,QuestActSupplyExp
31740,22553,1040,QuestActSupplyCopper
31741,22553,51,QuestActSupplyAppellation
31742,22553,1307,QuestActConAutoComplete
31743,22556,624,QuestActSupplyExp
31744,22556,1041,QuestActSupplyCopper
31745,22556,52,QuestActSupplyAppellation
31746,22556,1308,QuestActConAutoComplete
31747,22698,4042,QuestActConAcceptNpc
31748,22559,625,QuestActSupplyExp
31749,22559,1042,QuestActSupplyCopper
31750,22559,53,QuestActSupplyAppellation
31751,22559,1309,QuestActConAutoComplete
31752,22562,626,QuestActSupplyExp
31753,22562,1043,QuestActSupplyCopper
31754,22562,54,QuestActSupplyAppellation
31755,22562,1310,QuestActConAutoComplete
31756,22565,627,QuestActSupplyExp
31757,22565,1044,QuestActSupplyCopper
31758,22565,55,QuestActSupplyAppellation
31759,22565,1311,QuestActConAutoComplete
31760,22568,628,QuestActSupplyExp
31761,22568,1045,QuestActSupplyCopper
31762,22568,56,QuestActSupplyAppellation
31763,22568,1312,QuestActConAutoComplete
31764,22571,629,QuestActSupplyExp
31765,22571,1046,QuestActSupplyCopper
31766,22571,57,QuestActSupplyAppellation
31767,22571,1313,QuestActConAutoComplete
31768,22574,630,QuestActSupplyExp
31769,22574,1047,QuestActSupplyCopper
31770,22574,58,QuestActSupplyAppellation
31771,22574,1314,QuestActConAutoComplete
31772,22577,631,QuestActSupplyExp
31773,22577,1048,QuestActSupplyCopper
31774,22577,59,QuestActSupplyAppellation
31775,22577,1315,QuestActConAutoComplete
31776,22580,632,QuestActSupplyExp
31777,22580,1049,QuestActSupplyCopper
31778,22580,60,QuestActSupplyAppellation
31779,22580,1316,QuestActConAutoComplete
31780,22583,633,QuestActSupplyExp
31781,22583,1050,QuestActSupplyCopper
31782,22583,61,QuestActSupplyAppellation
31783,22583,1317,QuestActConAutoComplete
31784,22586,634,QuestActSupplyExp
31785,22586,1051,QuestActSupplyCopper
31786,22586,62,QuestActSupplyAppellation
31787,22586,1318,QuestActConAutoComplete
31788,22589,635,QuestActSupplyExp
31789,22589,1052,QuestActSupplyCopper
31790,22589,63,QuestActSupplyAppellation
31791,22589,1319,QuestActConAutoComplete
31792,22592,636,QuestActSupplyExp
31793,22592,1053,QuestActSupplyCopper
31794,22592,64,QuestActSupplyAppellation
31795,22592,1320,QuestActConAutoComplete
31796,22595,637,QuestActSupplyExp
31797,22595,1054,QuestActSupplyCopper
31798,22595,65,QuestActSupplyAppellation
31799,22595,1321,QuestActConAutoComplete
31800,22598,638,QuestActSupplyExp
31801,22598,1055,QuestActSupplyCopper
31802,22598,66,QuestActSupplyAppellation
31803,22598,1322,QuestActConAutoComplete
31804,22601,639,QuestActSupplyExp
31805,22601,1056,QuestActSupplyCopper
31806,22601,67,QuestActSupplyAppellation
31807,22601,1323,QuestActConAutoComplete
31808,22604,640,QuestActSupplyExp
31810,22604,1057,QuestActSupplyCopper
31811,22604,68,QuestActSupplyAppellation
31812,22604,1324,QuestActConAutoComplete
31813,22607,642,QuestActSupplyExp
31814,22607,1058,QuestActSupplyCopper
31815,22607,69,QuestActSupplyAppellation
31816,22607,1325,QuestActConAutoComplete
31817,22610,643,QuestActSupplyExp
31818,22610,1059,QuestActSupplyCopper
31819,22610,70,QuestActSupplyAppellation
31820,22610,1326,QuestActConAutoComplete
31821,22700,4351,QuestActConReportNpc
31822,22613,644,QuestActSupplyExp
31823,22613,1060,QuestActSupplyCopper
31824,22613,71,QuestActSupplyAppellation
31825,22613,1327,QuestActConAutoComplete
31826,22616,645,QuestActSupplyExp
31827,22616,1061,QuestActSupplyCopper
31828,22616,72,QuestActSupplyAppellation
31829,22616,1328,QuestActConAutoComplete
31830,22619,646,QuestActSupplyExp
31831,22619,1062,QuestActSupplyCopper
31832,22619,73,QuestActSupplyAppellation
31833,22619,1329,QuestActConAutoComplete
31834,22622,647,QuestActSupplyExp
31835,22622,1063,QuestActSupplyCopper
31836,22622,74,QuestActSupplyAppellation
31837,22622,1330,QuestActConAutoComplete
31838,22625,648,QuestActSupplyExp
31839,22625,1064,QuestActSupplyCopper
31840,22625,75,QuestActSupplyAppellation
31841,22625,1331,QuestActConAutoComplete
31842,22628,649,QuestActSupplyExp
31843,22628,1065,QuestActSupplyCopper
31844,22628,76,QuestActSupplyAppellation
31845,22628,1332,QuestActConAutoComplete
31846,22631,650,QuestActSupplyExp
31847,22631,1066,QuestActSupplyCopper
31848,22631,77,QuestActSupplyAppellation
31849,22631,1333,QuestActConAutoComplete
31850,22634,651,QuestActSupplyExp
31851,22634,1067,QuestActSupplyCopper
31852,22634,78,QuestActSupplyAppellation
31853,22634,1334,QuestActConAutoComplete
31854,22637,652,QuestActSupplyExp
31855,22637,1068,QuestActSupplyCopper
31856,22637,79,QuestActSupplyAppellation
31857,22637,1335,QuestActConAutoComplete
31858,22640,653,QuestActSupplyExp
31859,22640,1069,QuestActSupplyCopper
31860,22640,80,QuestActSupplyAppellation
31861,22640,1336,QuestActConAutoComplete
31862,22643,654,QuestActSupplyExp
31863,22643,1070,QuestActSupplyCopper
31864,22643,81,QuestActSupplyAppellation
31865,22643,1337,QuestActConAutoComplete
31866,22646,655,QuestActSupplyExp
31867,22646,1071,QuestActSupplyCopper
31868,22646,82,QuestActSupplyAppellation
31869,22646,1338,QuestActConAutoComplete
31870,22649,656,QuestActSupplyExp
31871,22649,1072,QuestActSupplyCopper
31872,22649,83,QuestActSupplyAppellation
31873,22649,1339,QuestActConAutoComplete
31874,22652,657,QuestActSupplyExp
31875,22652,1073,QuestActSupplyCopper
31876,22652,84,QuestActSupplyAppellation
31877,22652,1340,QuestActConAutoComplete
31878,22655,658,QuestActSupplyExp
31879,22655,1074,QuestActSupplyCopper
31880,22655,85,QuestActSupplyAppellation
31881,22655,1341,QuestActConAutoComplete
31882,22658,659,QuestActSupplyExp
31883,22658,1075,QuestActSupplyCopper
31884,22658,86,QuestActSupplyAppellation
31885,22658,1342,QuestActConAutoComplete
31886,22661,660,QuestActSupplyExp
31887,22661,1076,QuestActSupplyCopper
31888,22661,87,QuestActSupplyAppellation
31889,22661,1343,QuestActConAutoComplete
31890,22664,661,QuestActSupplyExp
31891,22664,1077,QuestActSupplyCopper
31892,22664,88,QuestActSupplyAppellation
31893,22664,1344,QuestActConAutoComplete
31894,22667,662,QuestActSupplyExp
31895,22667,1078,QuestActSupplyCopper
31896,22667,89,QuestActSupplyAppellation
31897,22667,1345,QuestActConAutoComplete
31898,22670,663,QuestActSupplyExp
31899,22670,1079,QuestActSupplyCopper
31900,22670,90,QuestActSupplyAppellation
31901,22670,1346,QuestActConAutoComplete
31902,22673,664,QuestActSupplyExp
31903,22673,1080,QuestActSupplyCopper
31904,22673,91,QuestActSupplyAppellation
31905,22673,1347,QuestActConAutoComplete
31906,22676,665,QuestActSupplyExp
31907,22676,1081,QuestActSupplyCopper
31908,22676,92,QuestActSupplyAppellation
31909,22676,1348,QuestActConAutoComplete
31910,22679,666,QuestActSupplyExp
31911,22679,1082,QuestActSupplyCopper
31912,22679,93,QuestActSupplyAppellation
31913,22679,1349,QuestActConAutoComplete
31914,22682,667,QuestActSupplyExp
31915,22682,1083,QuestActSupplyCopper
31916,22682,94,QuestActSupplyAppellation
31917,22682,1350,QuestActConAutoComplete
31918,22685,668,QuestActSupplyExp
31919,22685,1084,QuestActSupplyCopper
31920,22685,95,QuestActSupplyAppellation
31921,22685,1351,QuestActConAutoComplete
31922,22688,669,QuestActSupplyExp
31923,22688,1085,QuestActSupplyCopper
31924,22688,96,QuestActSupplyAppellation
31925,22688,1352,QuestActConAutoComplete
31926,22691,670,QuestActSupplyExp
31927,22691,1086,QuestActSupplyCopper
31928,22691,97,QuestActSupplyAppellation
31929,22691,1353,QuestActConAutoComplete
31930,22694,671,QuestActSupplyExp
31931,22694,1087,QuestActSupplyCopper
31932,22694,98,QuestActSupplyAppellation
31933,22694,1354,QuestActConAutoComplete
31934,22697,672,QuestActSupplyExp
31935,22697,1088,QuestActSupplyCopper
31936,22697,99,QuestActSupplyAppellation
31937,22697,1355,QuestActConAutoComplete
31938,22514,1356,QuestActConAutoComplete
31939,22515,204,QuestActConAcceptItem
31940,22572,205,QuestActConAcceptItem
31941,22629,206,QuestActConAcceptItem
31942,22518,207,QuestActConAcceptItem
31943,22575,208,QuestActConAcceptItem
31944,22632,209,QuestActConAcceptItem
31945,22521,210,QuestActConAcceptItem
31946,22578,211,QuestActConAcceptItem
31947,22635,212,QuestActConAcceptItem
31948,22524,213,QuestActConAcceptItem
31949,22581,214,QuestActConAcceptItem
31950,22638,215,QuestActConAcceptItem
31951,22527,216,QuestActConAcceptItem
31952,22584,217,QuestActConAcceptItem
31953,22644,218,QuestActConAcceptItem
31954,22530,219,QuestActConAcceptItem
31955,22587,220,QuestActConAcceptItem
31956,22647,221,QuestActConAcceptItem
31957,22533,222,QuestActConAcceptItem
31958,22590,223,QuestActConAcceptItem
31959,22650,224,QuestActConAcceptItem
31960,22536,225,QuestActConAcceptItem
31961,22593,226,QuestActConAcceptItem
31962,22653,227,QuestActConAcceptItem
31963,22539,228,QuestActConAcceptItem
31964,22596,229,QuestActConAcceptItem
31965,22656,230,QuestActConAcceptItem
31966,22542,231,QuestActConAcceptItem
31967,22599,232,QuestActConAcceptItem
31968,22659,233,QuestActConAcceptItem
31969,22548,234,QuestActConAcceptItem
31970,22605,235,QuestActConAcceptItem
31971,22665,236,QuestActConAcceptItem
31972,22551,237,QuestActConAcceptItem
31973,22608,238,QuestActConAcceptItem
31974,22668,239,QuestActConAcceptItem
31975,22554,240,QuestActConAcceptItem
31976,22611,241,QuestActConAcceptItem
31977,22671,242,QuestActConAcceptItem
31978,22557,243,QuestActConAcceptItem
31979,22614,244,QuestActConAcceptItem
31980,22674,245,QuestActConAcceptItem
31981,22560,246,QuestActConAcceptItem
31982,22617,247,QuestActConAcceptItem
31983,22677,248,QuestActConAcceptItem
31984,22563,249,QuestActConAcceptItem
31985,22620,250,QuestActConAcceptItem
31986,22680,251,QuestActConAcceptItem
31987,22566,252,QuestActConAcceptItem
31988,22623,253,QuestActConAcceptItem
31989,22683,254,QuestActConAcceptItem
31990,22569,255,QuestActConAcceptItem
31991,22626,256,QuestActConAcceptItem
31992,22686,257,QuestActConAcceptItem
31993,22545,258,QuestActConAcceptItem
31994,22602,259,QuestActConAcceptItem
31995,22662,260,QuestActConAcceptItem
31996,22689,261,QuestActConAcceptItem
31997,22692,262,QuestActConAcceptItem
31998,22695,263,QuestActConAcceptItem
31999,22496,1089,QuestActSupplyCopper
32000,22508,673,QuestActSupplyExp
32001,22508,1090,QuestActSupplyCopper
32002,22512,674,QuestActSupplyExp
32003,22512,1091,QuestActSupplyCopper
32008,22705,4353,QuestActConReportNpc
32012,22709,662,QuestActObjInteraction
32013,22710,4043,QuestActConAcceptNpc
32014,22308,548,QuestActObjMonsterGroupHunt
32015,22311,549,QuestActObjMonsterGroupHunt
32016,22712,3638,QuestActSupplyItem
32018,22714,4044,QuestActConAcceptNpc
32019,22716,4354,QuestActConReportNpc
32020,22353,3639,QuestActSupplyItem
32021,22391,4045,QuestActConAcceptNpc
32022,22721,4046,QuestActConAcceptNpc
32023,22723,4355,QuestActConReportNpc
32024,21930,15,QuestActSupplyLivingPoint
32025,21934,16,QuestActSupplyLivingPoint
32026,21940,17,QuestActSupplyLivingPoint
32027,21937,18,QuestActSupplyLivingPoint
32028,22276,19,QuestActSupplyLivingPoint
32029,22084,20,QuestActSupplyLivingPoint
32030,22057,21,QuestActSupplyLivingPoint
32031,22055,22,QuestActSupplyLivingPoint
32032,22039,23,QuestActSupplyLivingPoint
32033,22014,24,QuestActSupplyLivingPoint
32034,22082,25,QuestActSupplyLivingPoint
32035,22726,675,QuestActSupplyExp
32036,22726,1092,QuestActSupplyCopper
32037,22726,100,QuestActSupplyAppellation
32038,22726,1357,QuestActConAutoComplete
32039,22724,266,QuestActConAcceptItem
32041,22306,3640,QuestActSupplyItem
32043,22729,4357,QuestActConReportNpc
32044,22730,676,QuestActSupplyExp
32045,22730,1093,QuestActSupplyCopper
32046,22728,720,QuestActObjItemUse
32047,22731,3641,QuestActSupplyItem
32048,22395,2527,QuestActObjItemGather
32049,22732,3642,QuestActSupplyItem
32050,22734,3643,QuestActSupplyItem
32051,22741,4047,QuestActConAcceptNpc
32052,22744,3644,QuestActSupplyItem
32053,22741,133,QuestActCheckTimer
32054,22503,4358,QuestActConReportNpc
32055,22747,677,QuestActSupplyExp
32056,22747,1094,QuestActSupplyCopper
32057,22747,101,QuestActSupplyAppellation
32058,22747,1358,QuestActConAutoComplete
32059,22745,267,QuestActConAcceptItem
32060,22743,4359,QuestActConReportNpc
32061,22752,4048,QuestActConAcceptNpc
32062,22748,268,QuestActConAcceptItem
32063,22750,678,QuestActSupplyExp
32064,22750,1095,QuestActSupplyCopper
32065,22750,102,QuestActSupplyAppellation
32066,22750,1359,QuestActConAutoComplete
32067,22753,1120,QuestActObjMonsterHunt
32068,22757,679,QuestActSupplyExp
32069,22757,1096,QuestActSupplyCopper
32070,22757,103,QuestActSupplyAppellation
32071,22754,4360,QuestActConReportNpc
32072,22757,1360,QuestActConAutoComplete
32073,22755,269,QuestActConAcceptItem
32074,22759,198,QuestActConAcceptComponent
32075,22760,29,QuestActObjAggro
32076,22761,1361,QuestActConAutoComplete
32077,22761,3645,QuestActSupplyItem
32078,22436,104,QuestActSupplyAppellation
32079,22439,105,QuestActSupplyAppellation
32080,22442,106,QuestActSupplyAppellation
32081,22467,107,QuestActSupplyAppellation
32082,22473,108,QuestActSupplyAppellation
32083,22762,650,QuestActObjSphere
32084,22763,3646,QuestActSupplyItem
32086,22306,26,QuestActSupplyLivingPoint
32087,22353,27,QuestActSupplyLivingPoint
32088,22497,4049,QuestActConAcceptNpc
32090,22706,71,QuestActSupplyHonorPoint
32091,22500,4051,QuestActConAcceptNpc
32092,22722,721,QuestActObjItemUse
32093,22504,4361,QuestActConReportNpc
32095,22735,4052,QuestActConAcceptNpc
32096,22737,4362,QuestActConReportNpc
32097,22798,3647,QuestActSupplyItem
32098,22736,2529,QuestActObjItemGather
32101,22501,663,QuestActObjInteraction
32102,22797,722,QuestActObjItemUse
32103,22767,4053,QuestActConAcceptNpc
32104,22768,1015,QuestActObjTalk
32105,22800,1016,QuestActObjTalk
32106,22801,1017,QuestActObjTalk
32107,22769,4363,QuestActConReportNpc
32108,22770,4054,QuestActConAcceptNpc
32109,22772,4364,QuestActConReportNpc
32110,22796,4365,QuestActConReportNpc
32111,22773,4055,QuestActConAcceptNpc
32112,22775,4366,QuestActConReportNpc
32113,22776,4056,QuestActConAcceptNpc
32117,22713,664,QuestActObjInteraction
32119,22809,2530,QuestActObjItemGather
32120,22715,666,QuestActObjInteraction
32121,22810,667,QuestActObjInteraction
32122,22804,1362,QuestActConAutoComplete
32123,22811,4057,QuestActConAcceptNpc
32124,22803,651,QuestActObjSphere
32125,22813,4367,QuestActConReportNpc
32126,22802,4058,QuestActConAcceptNpc
32127,22814,4059,QuestActConAcceptNpc
32128,22794,241,QuestActConAcceptDoodad
32129,22808,3648,QuestActSupplyItem
32130,22719,723,QuestActObjItemUse
32131,22806,3649,QuestActSupplyItem
32132,22808,3650,QuestActSupplyItem
32133,22720,724,QuestActObjItemUse
32134,22498,725,QuestActObjItemUse
32135,22808,3651,QuestActSupplyItem
32137,22779,4060,QuestActConAcceptNpc
32139,22781,4368,QuestActConReportNpc
32140,22782,4062,QuestActConAcceptNpc
32141,22784,4369,QuestActConReportNpc
32142,22785,4063,QuestActConAcceptNpc
32143,22787,4370,QuestActConReportNpc
32144,22788,4064,QuestActConAcceptNpc
32145,22790,4371,QuestActConReportNpc
32146,22791,4065,QuestActConAcceptNpc
32147,22793,4372,QuestActConReportNpc
32148,22821,4066,QuestActConAcceptNpc
32149,22822,1121,QuestActObjMonsterHunt
32150,22823,4373,QuestActConReportNpc
32151,22824,2361,QuestActSupplySelectiveItem
32152,22824,2362,QuestActSupplySelectiveItem
32153,22824,2363,QuestActSupplySelectiveItem
32154,22826,4374,QuestActConReportNpc
32155,22715,156,QuestActEtcItemObtain
32156,22825,4067,QuestActConAcceptNpc
32157,22828,3652,QuestActSupplyItem
32159,22738,4068,QuestActConAcceptNpc
32160,22740,4375,QuestActConReportNpc
32163,22829,669,QuestActObjInteraction
32165,22403,4069,QuestActConAcceptNpc
32167,22832,729,QuestActObjItemUse
32168,22834,3654,QuestActSupplyItem
32169,22833,4376,QuestActConReportNpc
32170,22835,4070,QuestActConAcceptNpc
32171,22837,4377,QuestActConReportNpc
32172,22838,4071,QuestActConAcceptNpc
32173,22840,4378,QuestActConReportNpc
32174,22830,3655,QuestActSupplyItem
32175,22739,670,QuestActObjInteraction
32176,22780,3656,QuestActSupplyItem
32177,22771,671,QuestActObjInteraction
32178,22842,4072,QuestActConAcceptNpc
32179,22843,2531,QuestActObjItemGather
32181,22845,3657,QuestActSupplyItem
32182,22841,3658,QuestActSupplyItem
32184,22844,359,QuestActConReportJournal
32185,22701,4073,QuestActConAcceptNpc
32186,22846,4074,QuestActConAcceptNpc
32187,22847,2532,QuestActObjItemGather
32188,22848,4380,QuestActConReportNpc
32189,22703,4381,QuestActConReportNpc
32190,22774,2533,QuestActObjItemGather
32191,22851,3659,QuestActSupplyItem
32192,22786,730,QuestActObjItemUse
32193,22852,3660,QuestActSupplyItem
32194,22405,4382,QuestActConReportNpc
32195,22792,3661,QuestActSupplyItem
32196,22406,4075,QuestActConAcceptNpc
32197,22407,2534,QuestActObjItemGather
32198,22853,3662,QuestActSupplyItem
32199,22766,4383,QuestActConReportNpc
32200,22764,660,QuestActConAcceptSphere
32201,22831,4076,QuestActConAcceptNpc
32202,22429,4077,QuestActConAcceptNpc
32203,22434,4384,QuestActConReportNpc
32204,22739,157,QuestActEtcItemObtain
32212,22854,3664,QuestActSupplyItem
32213,22855,2535,QuestActObjItemGather
32214,22839,2536,QuestActObjItemGather
32215,22856,2537,QuestActObjItemGather
32216,2638,3665,QuestActSupplyItem
32218,22857,4078,QuestActConAcceptNpc
32219,22859,4385,QuestActConReportNpc
32220,22860,4079,QuestActConAcceptNpc
32221,22862,4386,QuestActConReportNpc
32223,22094,661,QuestActConAcceptSphere
32230,2638,32,QuestActSupplyLivingPoint
32231,7590,3667,QuestActSupplyItem
32232,7716,3668,QuestActSupplyItem
32233,4179,3669,QuestActSupplyItem
32234,7186,3670,QuestActSupplyItem
32235,1275,3671,QuestActSupplyItem
32236,4442,3672,QuestActSupplyItem
32237,22777,4387,QuestActConReportNpc
32238,22849,3673,QuestActSupplyItem
32239,22850,110,QuestActSupplyAppellation
32240,22820,111,QuestActSupplyAppellation
32241,22206,112,QuestActSupplyAppellation
32242,22208,113,QuestActSupplyAppellation
32243,13146,4080,QuestActConAcceptNpc
32244,16376,4081,QuestActConAcceptNpc
32245,22866,3674,QuestActSupplyItem
32246,22702,731,QuestActObjItemUse
32247,22850,2368,QuestActSupplySelectiveItem
32248,22850,2369,QuestActSupplySelectiveItem
32249,22850,2370,QuestActSupplySelectiveItem
32250,22850,2371,QuestActSupplySelectiveItem
32251,22867,270,QuestActConAcceptItem
32252,22870,271,QuestActConAcceptItem
32253,22873,272,QuestActConAcceptItem
32254,22868,680,QuestActSupplyExp
32255,22868,1097,QuestActSupplyCopper
32256,22868,114,QuestActSupplyAppellation
32257,22868,1363,QuestActConAutoComplete
32258,22872,681,QuestActSupplyExp
32259,22872,1098,QuestActSupplyCopper
32260,22872,115,QuestActSupplyAppellation
32261,22872,1364,QuestActConAutoComplete
32262,22875,682,QuestActSupplyExp
32263,22875,1099,QuestActSupplyCopper
32264,22875,116,QuestActSupplyAppellation
32265,22875,1365,QuestActConAutoComplete
32266,22850,1100,QuestActSupplyCopper
32267,22850,683,QuestActSupplyExp
32268,22849,1101,QuestActSupplyCopper
32270,22849,684,QuestActSupplyExp
32274,22876,3678,QuestActSupplyItem
32275,22877,3679,QuestActSupplyItem
32276,22863,2539,QuestActObjItemGather
32277,22864,2540,QuestActObjItemGather
32278,22816,4388,QuestActConReportNpc
32280,22815,2542,QuestActObjItemGather
32282,22865,3681,QuestActSupplyItem
32283,22879,2543,QuestActObjItemGather
32284,22878,3682,QuestActSupplyItem
32285,22880,3683,QuestActSupplyItem
32286,22881,2544,QuestActObjItemGather
32287,22882,4082,QuestActConAcceptNpc
32288,22884,4389,QuestActConReportNpc
32289,22883,1018,QuestActObjTalk
32291,22887,2545,QuestActObjItemGather
32292,22888,4390,QuestActConReportNpc
32293,22889,3684,QuestActSupplyItem
32294,22889,73,QuestActSupplyHonorPoint
32295,7994,54,QuestActObjZoneKill
32296,22892,685,QuestActSupplyExp
32297,22892,1103,QuestActSupplyCopper
32298,22892,117,QuestActSupplyAppellation
32299,22892,1366,QuestActConAutoComplete
32300,22890,273,QuestActConAcceptItem
32302,22901,4391,QuestActConReportNpc
32305,22904,4392,QuestActConReportNpc
32307,22907,4393,QuestActConReportNpc
32308,22910,4394,QuestActConReportNpc
32309,22923,4395,QuestActConReportNpc
32310,22926,4396,QuestActConReportNpc
32311,22929,4397,QuestActConReportNpc
32312,22932,4398,QuestActConReportNpc
32321,22943,2555,QuestActObjItemGather
32324,22945,2558,QuestActObjItemGather
32325,22906,2559,QuestActObjItemGather
32327,22928,2561,QuestActObjItemGather
32328,22909,2562,QuestActObjItemGather
32329,22931,2563,QuestActObjItemGather
32330,22948,4085,QuestActConAcceptNpc
32331,22950,4399,QuestActConReportNpc
32336,22895,4400,QuestActConReportNpc
32337,22898,4401,QuestActConReportNpc
32338,22952,3687,QuestActSupplyItem
32339,22953,3688,QuestActSupplyItem
32340,22913,4402,QuestActConReportNpc
32341,22916,4403,QuestActConReportNpc
32342,22954,3689,QuestActSupplyItem
32343,22955,3690,QuestActSupplyItem
32344,22915,2564,QuestActObjItemGather
32345,22897,2565,QuestActObjItemGather
32347,22958,2567,QuestActObjItemGather
32348,22963,2568,QuestActObjItemGather
32349,22962,2569,QuestActObjItemGather
32351,22957,2571,QuestActObjItemGather
32352,22912,2572,QuestActObjItemGather
32353,22961,2573,QuestActObjItemGather
32355,22959,2575,QuestActObjItemGather
32359,22971,2577,QuestActObjItemGather
32360,22970,2578,QuestActObjItemGather
32361,22964,2579,QuestActObjItemGather
32362,22965,2580,QuestActObjItemGather
32363,22894,2581,QuestActObjItemGather
32364,22969,2582,QuestActObjItemGather
32365,22968,2583,QuestActObjItemGather
32367,22952,686,QuestActSupplyExp
32368,22952,1104,QuestActSupplyCopper
32369,22954,687,QuestActSupplyExp
32370,22954,1105,QuestActSupplyCopper
32371,22955,688,QuestActSupplyExp
32372,22955,1106,QuestActSupplyCopper
32373,22953,689,QuestActSupplyExp
32374,22953,1107,QuestActSupplyCopper
32385,22967,3697,QuestActSupplyItem
32386,22893,4086,QuestActConAcceptNpc
32387,22966,2585,QuestActObjItemGather
32388,22956,3698,QuestActSupplyItem
32389,22960,2586,QuestActObjItemGather
32390,22911,4087,QuestActConAcceptNpc
32391,22914,4088,QuestActConAcceptNpc
32403,22896,4098,QuestActConAcceptNpc
32405,17422,4405,QuestActConReportNpc
32406,17421,12,QuestActObjTalkNpcGroup
32414,22976,274,QuestActConAcceptItem
32415,22978,691,QuestActSupplyExp
32416,22978,1108,QuestActSupplyCopper
32417,22978,118,QuestActSupplyAppellation
32418,22978,1367,QuestActConAutoComplete
32419,22378,3699,QuestActSupplyItem
32421,22384,3700,QuestActSupplyItem
32423,22982,4104,QuestActConAcceptNpc
32424,23042,119,QuestActSupplyAppellation
32425,23043,120,QuestActSupplyAppellation
32426,23044,121,QuestActSupplyAppellation
32427,23045,122,QuestActSupplyAppellation
32428,23062,3701,QuestActSupplyItem
32429,23046,123,QuestActSupplyAppellation
32430,22983,2588,QuestActObjItemGather
32431,23047,124,QuestActSupplyAppellation
32432,23048,125,QuestActSupplyAppellation
32433,23049,126,QuestActSupplyAppellation
32434,23050,127,QuestActSupplyAppellation
32435,23051,128,QuestActSupplyAppellation
32436,23052,129,QuestActSupplyAppellation
32437,23053,130,QuestActSupplyAppellation
32438,23054,131,QuestActSupplyAppellation
32439,23055,132,QuestActSupplyAppellation
32440,23056,133,QuestActSupplyAppellation
32441,22984,4408,QuestActConReportNpc
32442,23063,3702,QuestActSupplyItem
32443,23057,134,QuestActSupplyAppellation
32444,23063,3703,QuestActSupplyItem
32445,23058,135,QuestActSupplyAppellation
32446,23059,136,QuestActSupplyAppellation
32447,23060,137,QuestActSupplyAppellation
32448,23061,138,QuestActSupplyAppellation
32450,23063,139,QuestActSupplyAppellation
32451,22980,197,QuestActObjCraft
32452,23065,198,QuestActObjCraft
32453,23066,2590,QuestActObjItemGather
32454,23067,2591,QuestActObjItemGather
32455,22981,4409,QuestActConReportNpc
32456,22989,199,QuestActObjCraft
32457,23069,2592,QuestActObjItemGather
32458,23068,200,QuestActObjCraft
32459,23070,2593,QuestActObjItemGather
32461,22992,201,QuestActObjCraft
32462,23071,202,QuestActObjCraft
32463,23072,2595,QuestActObjItemGather
32464,23073,2596,QuestActObjItemGather
