id,bubble,ai_event_id
5638,일단 쏘고 보자!,1758
5639,"밖에 오크가 보이는군요, 조심하세요",1759
5640,막아랏!,1760
5641,이 곳을 지키는 중입니다,1761
5642,"대사제님, 안에서 시실루스님께서 애타게 기다리고 계십니다.",1762
5646,여기가 감히 어디라고!,1766
5647,침입자가 나타났다!,1767
5648,으으...!,1768
5649,사냥감이 걸려들었군!,1769
5651,"두 대륙의 녹색이여, 영원하라!",1771
5652,...응?,1772
5653,뭐하는 놈이냐?!,1773
5655,"뭐야, 넌!",1775
5656,(벌떡),1776
5657,우리를 버렸어...,1777
5658,버릴 때는 언제고!,1778
5659,토사구팽이라더니...,1779
5660,-_-+,1780
5661,소리 질러!,1781
5662,이봐! 형씨! 뭘 봐!,1782
5663,물건 좀 보고 가세요.,1783
5664,날파리가 숨어들어왔군,1784
5665,야타 똥을 기계제작소에 던지자!,1785
5667,야타 똥을 받아라!,1787
5668,여기서 당장 사라져!,1788
5669,동네 사람들! 거미가 마을에 침략했어요!,1789
5670,사슴아! 어여 깨어나서 이리로 와라! 아이고! 저러다 죽겠네!,1790
5671,작동 이상! 작동 이상!,1791
5672,새로운 먹잇감이군.,1792
5673,낄낄낄...,1793
5674,우리에게 칼을 들이대다니 어리석은 놈이군,1794
5675,"이곳은 여신의 안식처, 여신과 스스로에게 부끄러울 행동은 자제하시기 바랍니다.",1795
5676,"이곳은 여신의 안식처, 되도록 조용히 다녀주십시오.",1796
5677,안식하라! 모든 인간은 파괴신을 위한 제물!,1797
5678,네 녀석도 데려가주마!,1798
5679,룰룰루...,1799
5680,경배해라! 천것들아!그래도 난 관대하다.,1800
5681,룰룰루...,1801
5682,대왕님 만세! 난 안 관대함,1802
5684,[삐융~ 삐이이융~],1804
5686,욱욱우~,1806
5687,누구냐! 우리 얼굴을 본 이상 살려둘 수 없다!,1807
5688,침입자다!,1808
5689,마을에서 당장 나가!,1809
5690,"누구냐, 넌! 당장 썩 꺼져!",1810
5692,어디선가 더러운 오크 냄새가...,1812
5693,조준 중,1813
5694,우방을 위해서라면,1814
5695,"들린다, 그들의 발걸음이",1815
5696,디스 이즈 초승파르타!,1816
5697,오랏!,1817
5698,[음.],1818
5699,준비 됐습니다.,1819
5700,뿌우-,1820
5701,"베스, 내가 네 곁에 있었어야 했는데...",1821
5702,오랫만이구만. 술이라도 한 잔 하겠나?,1822
5703,"안 됐지만, 자넨 이제 지상에서 사라져 줘야겠네!",1823
5704,"친구, 그 녀석은 대체 어떻게 되었나?",1824
5705,눈엣가시 같은 녀석! 죽어라!,1825
5706,우우~,1826
5707,네놈이 나의 수하들을 쓰러트렸느냐? 내 친히 너를 죽이리라!,1827
5710,날 이딴 힘없는 물에서 끄집어 내라!,1830
5711,밤낮을 가리지 않고 먹고 먹고 또 먹어도 채워지지 않아.,1831
5712,보고만 있을텐가? 빛나는 돌 채취 좀 도와줘,1832
5713,잡아랏,1833
5714,"보고만 있을텐가? 이 곳 골렘, 거인들 안에는 빛나는 무언가가 있어",1834
5715,얍!,1835
5716,선빵이 최고지,1836
5717,받아랏,1837
5718,이쯤에서 돌아가라! 따라오지 말고!,1838
5719,드륵 드륵,1839
5720,왔구나. 거미의 먹이감. 대신관과의 협약. 아무도 들어가지 못한다!,1840
5721,오만하게 여기 들어온 자의 최후를 가르쳐주마!,1841
5722,하일트님 방으로 가는 엘리베이터 열쇠를 찾고 있나? 쉽게 넘겨 주진 않겠다!,1842
5723,"놈이 스위치에 접근하려고 한다, 막아라!",1843
5724,어리석은... 네놈들은 영원히 이해하지 못할거다!,1844
5725,살려주세요.,1845
5726,꺄아아아.,1846
5727,시치미 왕 자바바 만세!,1847
5728,난 이제 이렇게 좋은 걸 공유해준 시치미 약탈단에 들어갈 거야.,1848
5730,시치미 약탈단의 유혹을 이겨낼 거야.,1850
5731,뭐하는 놈이냐! 썩 꺼져라!,1851
5732,끼륵...,1852
5733,꾸웨웩!!,1853
5734,어떤 녀석이 나를 불렀느냐! 네 녀석이냐?,1854
5735,이 주변에 수상한 첩자녀석을 봤는가? 내 눈에 띄기만 하면... 확!,1855
5736,"오냐, 맘껏 덤벼라! 공사장은 내가 지킨다.",1856
5737,바다 여신께서 제물을 원하신다!!,1857
5738,네 이놈! 여긴 어떻게 들어왔느냐!,1858
5739,우리는 도망자를 찾고 있습니다!,1859
5740,연구하란답시고 보내놓고 다들 나를 버렸어!,1860
5741,멍멍,1861
5743,쥐새끼 한마리가 숨어들었군!,1863
5744,거기 누구냐?!,1864
5745,뭐지?,1865
5746,이 안델프의 개들!,1866
5747,하일트님의 위대한 연구를 방해할 참이냐!,1867
5748,"악취나는 폐기물 같은 놈들, 전부 죽어라!",1868
5749,가뜩이나 피부 트러블 때문에 신경질나 죽겠는데!,1869
5750,화학공장 입구에서 정체불명의 침입자 발견! 즉시 제거하겠습니다!,1870
5751,인증되지 않은 사용자가 골렘 실험실 입구에서 포착되었습니다. 즉시 제거합니다.,1871
5752,반갑습니다. 이곳은 마하데비로부터 호랑이 등뼈 산맥을 거쳐 매사냥 고원까지 가는 비행선을 탈 수 있는 곳입니다.,1872
5753,침입자다!,1873
5754,다른 층에 있는 형제들에게 알려! 이놈들이 올라가지 못하게 해야해!,1874
5755,이 골렘으로 저놈들을 뭉개버려!,1875
5756,하일트님이 위험해!,1876
5757,이놈들을 위로 올려보내선 안돼!,1877
5758,훼방꾼이다!,1878
5759,모두 준비한 햇불을 던져!,1879
5760,유후!,1880
5763,"보랏빛 열매, 마시기 좋은 물을 이 항아리와 함께 사용하면 증류기에서 증류할 준비가 되겠지. 지금 함께 있는 다양한 종족들의 미래도 이처럼 잘 어우러지면 좋으련만...",1883
5765,"버러지들, 내게 충성을 맹세해라!",1885
5766,[......!!],1886
5767,[적봤을때대사],1887
5768,[인터렉션대사],1888
5769,켁!켁! 나한테 뭘 먹인거야?!,1889
5770,어머~ 새로운 먹잇감이네~,1890
5771,안녕~,1891
5772,죽지 못한 전우여.,1892
5773,너놈이 나를 불렀느냐?,1893
5774,[아버지는 말하셨지~ 인생을 즐겨라~~ 그러다가 망하셨지 인생을 즐기다~~],1894
5775,이제 이 녀석으로 변장해서 영원한 잠의 재료를 가로채도록 하자!,1895
5776,싱싱한 재료가 제발로 찾아왔구나!,1896
5777,우오오오~우오옹!!,1897
5778,으악. 살려줘!,1898
5779,위험!침입자다,1899
5782,다 털어 버려!,1902
5783,이 빌어먹을 녀석들이 언제 탈출했지?,1903
5787,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1907
5788,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1379
5789,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1409
5790,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1908
5791,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1416
5792,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1909
5793,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1910
5794,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1423
5795,발소리 같은 게 들린 것 같은데...잘못 들었나.,1911
5796,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1912
5797,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1434
5799,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1449
5800,발소리 같은 게 들린 것 같은데...잘못 들었나.,1913
5801,떠돌이가 점점 많아지는군. 경계를 강화해야겠어. ,1914
5802,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1445
5804,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1448
5805,발소리 같은 게 들린 것 같은데...잘못 들었나.,1915
5806,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1916
5808,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1461
5809,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1458
5810,발소리 같은 게 들린 것 같은데...잘못 들었나.,1917
5811,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1918
5813,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1474
5815,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1471
5816,발소리 같은 게 들린 것 같은데...잘못 들었나.,1919
5818,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1488
5819,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1494
5820,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1920
5821,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1921
5822,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1508
5823,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1922
5824,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1523
5825,용건이라도?,1525
5826,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1923
5827,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1537
5828,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1924
5829,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1547
5830,발소리 같은 게 들린 것 같은데...잘못 들었나.,1925
5831,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1926
5832,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1558
5833,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1561
5834,발소리 같은 게 들린 것 같은데...잘못 들었나.,1927
5835,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1928
5837,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1580
5838,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1576
5839,발소리 같은 게 들린 것 같은데...잘못 들었나.,1929
5840,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1930
5841,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1505
5842,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1509
5843,발소리 같은 게 들린 것 같은데...잘못 들었나.,1931
5844,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1932
5845,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1526
5846,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1531
5847,발소리 같은 게 들린 것 같은데...잘못 들었나.,1933
5848,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1934
5851,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1581
5852,발소리 같은 게 들린 것 같은데...잘못 들었나.,1935
5853,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1936
5854,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1590
5855,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1593
5856,발소리 같은 게 들린 것 같은데...잘못 들었나.,1937
5857,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1938
5858,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1602
5859,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1605
5860,다후타 교단의 세력이 커지고 있어서 걱정이에요.,592
5861,잊힌 대륙에서 일어났던 일이 이곳에서 다시 일어나면 안 될 텐데...,592
5862,발소리 같은 게 들린 것 같은데...잘못 들었나.,1939
5863,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1940
5864,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1617
5865,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1614
5866,발소리 같은 게 들린 것 같은데...잘못 들었나.,1941
5867,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1942
5868,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1626
5870,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1629
5871,어떻게 이런 일이...,721
5872,참 세상이 어찌 되려고 이러나 모르겠네.,200
5873,아프다... 아퍼...,212
5874,...,213
5875,내 수련장은 다음 대 기억술사가 될 자들이 잘 돌보고 있다네. 절대 팽개치고 여기서 놀고 있는 게 아니야.,304
5876,인도자의 열매 맛을 한 번 보면 잊을 수 없어.,583
5877,네가 바로 하르파 수련장에서 온 사람이구나.,583
5878,촉촉한 흙더미를 찾고 싶다면 붉은 조약돌 달팽이가 있는 곳을 찾으면 될 거야. 그놈들은 촉촉한 곳을 아주 좋아하거든.,583
5879,이곳에 정차하는 마차는 여기서부터 릴리엇 구릉지의 바람그늘 마을까지 순환하는 마차다라라.,957
5880,이 망원경은 비행선이나 마차가 어디에 와 있는지 당장 알려준다라라. 정말 편리하다라라.,957
5881,날 너무 기다리게 하지 않았으면 좋겠어.,396
5882,내가 항상 웃고 있을 거라 생각하지 마.,396
5883,질투는 나의 힘이야.,396
5884,이보게. 숲의 나무들을 소중히 다뤄주게나.,342
5885,지난번 솔즈리드에서 놀러 왔던 린엘과 리포포는 잘 지내고 있을까? 혹시 그들을 만나게 되면 내 안부 인사를 전해주겠나?,342
5886,내 친구 녀석은 먼 타향에서 그렇게 고생을 하고 있다더군.,342
5887,"역시 그 벨리온이란 자, 만만치 않은 놈이야.",343
5888,당신이 바로 하르파 수련장에서 온 사람이군요.,584
5889,엔비어스가 유력하다더니... 그는 탈락했나 보군요.,584
5890,수습생의 길이란 힘들어. 나도 언젠가는 스승님 같은 장인이 될 테야.,587
5891,다후타 교단은 바다를 관장한다고 하지요.,600
5892,익사체가 생겨난 것이 다후타 여신과 관계있지 않을까 하는 의심이 드는군요.,600
5893,역시 엘프가 시키는 일을 맡는 게 아니었는데... ,349
5894,대홍수가 일어나기 전에 배 건조를 마쳐야 할 텐데...,591
5895,"다후타 여신의 목소리를 듣지 못했다면, 난 죽은 목숨이겠지.",591
5896,아이 씨족 출신인 날 우습게 보지 말라고!,585
5897,"내 이름을 어디에서 들어본 것 같다고? 그야, 당연하지. 난 유명하거든.",585
5898,치워도 치워도 가시덩굴이 계속 자라고 있어요.,601
5899,가시덩굴의 생명력은 정말 끔찍할 정도네요.,601
5900,저기 구석에서 떨고 있는 오그마란 자에게 말을 걸어보세요. 아까부터 횡설수설하는 게 상태가 이상해요.,601
5901,발소리 같은 게 들린 것 같은데... 잘못 들었나.,1411
5902,발소리 같은 게 들린 것 같은데... 잘못 들었나.,1527
5903,제가 가장 멀리 가본 곳은 로카의 장기말들이라는 곳인데 혹시 가보셨나요? 그곳을 지도에 담는 것은 굉장히 힘든 일이었지요. 매우 많은 봉우리에 올라가야 했거든요.,700
5904,나중에 모든 지도를 완성하면 저를 기다리고 있는 우리 가족들과 그곳에서 살고 싶어요.,700
5905,제이크를 알고 있나요? 저에게 지도를 의뢰한 분이지요. 그런데 생각보다 쉬운 일이 아니라 고생이 이만저만이 아니네요.,700
5906,지도를 그리기 위해 집을 떠난 게 언제인지 모르겠어요. 어느 날 가보니 아이가 많이 자랐더군요. 이야기를 하다 보니 우리 아이가 보고 싶네요.,700
5907,나중에 우리 남편을 보면 전해주세요. 곧 돌아간다고요. 아! 우리 남편은 황금 평원의 작은 우리집에서 살고 있어요. ,700
5908,궁금한 곳이 있으면 지도를 열어보세요. 당신이 보는 그 지도가 제가 만든 거랍니다. 후훗.,700
5909,이곳을 저런 멋진 분이 지켜주면 좋을 텐데.,1565
5910,웬 놈이냐!,1763
5911,애송이 한 놈이 드디어 걸렸군!,1764
5912,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1155
5928,미래의 약속은 현재와 결합해야 더 강력해지는 법이로로.,1944
5968,|cff00ff45루루의 딱지|r를 가지고 있나루루?,1945
5969,이 자판기가 |cff00ff45루루의 딱지|r를 유용한 물건으로 바꿔준다루루~,1945
5970,델피나드에 관심있나루루?,1943
5971,델피나드의 유산에는 값진 물건이 봉인되어 있지루루~,1943
5972,어떤 물건이 나올지 궁금하지 않나루루?,1943
5973,델피나드에 관심있나루루?,1943
5974,델피나드에 관심있나루루?,1943
5975,델피나드에 관심있나루루?,1943
5976,침입자다!,1765
5977,한번 골라보세요.,351
5978,갈증을 해소할 마법의 음료 판매합니다.,1862
5979,이곳에 정차하는 마차는 여기서부터 호랑이 등뼈 산맥까지 순환하는 마차다라라.,983
5980,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려줘서 정말 편리하다라라.,983
5981,채석기계가 고장 나서 이게 무슨 고생이냔 말이오!,551
5982,야생말 우유는... 아직인가요?,554
5983,이번 달 생활비는... 아버지 약값은...,561
5984,"에효, 어머니가 그 값비싼 목걸이만 사지 않으셨어도...",561
5985,당신에게 볼일은 없는 것 같군.,559
5986,우리 나라야나들은 하리하란 상단을 돕고 있지. 짐이라면 걱정하지 말고 맡겨봐.,563
5987,이래 봬도 아직 스무 해밖에 살지 않았어.,563
5988,더러운 놀들을 아직도 몰아내지 못한 거야?,562
5989,상단의 장물은 아직도 인가?,568
5990,요즘 들어 일거리가 많아졌습니다.,722
5991,이 많은 집 중에서 정작 제집은 하나도 없지 뭡니까.,722
5992,먹고 살려니 이 늦은 시간에도 망치를 놓을 수가 없습니다.,723
5993,야간에는 보수가 좀 더 좋습니다. 하지만 사람은 역시 밤에는 자야 하는 거 아니겠습니까.,723
5994,계속 야간에 일을 하니 좀처럼 피로가 풀리질 않네요.,723
5995,그림자 매에게 물건을 바치고 표식을 남기면 찾아오지요. 그리고 죽음을 맛보게 한답니다...,517
5996,이런 곳에 산 자가 오다니... 그림자 매가 두렵지도 않은가요...,517
5997,낡아 보여도 제법 값이 나가는 것들이랍니다.,731
5998,도와주세요.,1900
5999,도와줘요.,1901
6000,"그 먼 옛날 옛날, 대마라 피눈물의 치찰라이는 말했지. 대초원의 원수가 이동하는 제국의 원수. 신의 채찍이 적을 벌하리라.",820
6001,피묻은 갈기를 세우고 눈사자를 세차게 몰고 달리는 분. 붉은 함성을 외치며 눈사자를 세차게 몰고 달리는 분. 어두운 길에 빛을 뿜으며 눈사자를 세차게 몰고 달리는 분.,820
6002,"테레나 총독의 잘린 머리가 까마귀로 변해 도망치려 할 때, 영웅은 <최우의 유령>을 꺼내었지. 아무것도 없는 빈 활에서 번개처럼 빛나는 화살이 날아갔네. 모두가 그 활을 두려워했지.",820
6003,"파괴신과 바람의 신이 함께 다니던 시절, 델피나드는 찬란히 빛났고 우리의 전사들은 대초원을 달렸다네. 하지만 지금 우리의 땅은 척박한 고원. 대초원을 다시 내달릴 자 누구란 말인가.",820
6004,"피눈물의 치찰라이의 말을 새겨라. 바람의 신에 대해 잊는 순간, 다시 정착하는 자의 발에 짓밟힐지니. 오직 땅을 달려라. 칠흑 같은 어둠에는 별의 빛을 따라, 낮에는 바람의 길을 따라.",820
6005,나는 옵티머스 슬라임이다. 그리고 우주 모든 기계혼들에게 전한다. 꼭 기억하라. 우리는 여기에 있노라고...,318
6006,[우리가 지구에 도착한 것인가? 갬블비?],1803
6007,제발 부탁드립니다요.,1946
6008,먹을 걸 구경해본 적이 언젠지 가물가물합니다요.,1946
6009,배가 너무 고프구먼요.,1946
6010,"다들 안개 동굴의 시험, 시험하고 찾아오니... 어서 부락을 다른 곳으로 옮겨야겠어.",828
6011,나의 흰 구름결 부족을 너 같은 놈들에게 넘겨줄 수 없다!,1805
6012,이흐테 마라가 눈사자에 안 탄 지 꽤 되었는데... 나이 들어서 이제 못 타는 게 아닐지... 흠흠.,830
6013,"이흐테 마라가 눈사자를 안 타는 것을 보니 분명 곧 쫓겨날 거야. 첼훙만 없으면 내 차례인데... 이봐, 혼잣말 엿듣지 마.",831
6014,코이 선생님은 무사하신가요?,465
6015,선생님께서 어디 다치신 데는 없는 거죠? 그렇죠?,465
6016,"빨리 이 모든 일이 끝나고, 저도 코이 선생님께 제대로 된 가르침을 받았으면 좋겠어요.",465
6017,이곳에 정차하는 마차는 여기서부터 호랑이 등뼈 산맥까지 순환하는 마차다레레.,982
6018,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다레레.,982
6019,"바이암 소굴에서 스롤의 지팡이, 탄생의 절벽에서 매의 정기, 낮의 눈 동쪽에 위치한 언덕에서 바람꽃을 구해서 바람길에 있는 바람의 제단을 찾아가면 그를 만나 볼 수 있을 거야...",344
6023,"이봐요, @PC_CLASS(0) 양반. 제 아들들은 어떻게 됐나요?",463
6024,아직 아들들은 찾지 못한 건가요? 낮의 눈에 없던가요?,463
6025,걱정이군요. 둘 다 빨리 돌아들 와야 할 텐데... 큰 녀석이 이제 곧 성인식을 해야 하는데...,463
6026,"마하데비, 노래의 땅으로 가는 비행선을 타려면 승강장으로 올라가면 된다라라. 탑승장을 잘 확인하고 타는 게 좋을 거다라라. 좋은 여행 되길 바란다라라.",1000
6027,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려주는 정말 편리한 물건이다라라.,1000
6028,이제 정신 차려야겠어.,1849
6029,으윽! 이끼풀은 아직 인가요? 물속에 있을 텐데 못 찾으셨나요?,753
6030,이끼풀만 상처에 빨리 붙이면 어떻게든 기운을 차려 여기서 나갈 수 있을 것 같습니다.,753
6031,이곳은 마하데비로 가는 비행선 탑승장입니다.,1004
6032,이곳은 로카의 장기말들로 가는 비행선 탑승장입니다.,1003
6033,이곳은 초원의 띠로 가는 비행선 탑승장입니다.,1002
6034,이곳은 노래의 땅으로 가는 비행선 탑승장입니다.,1001
6035,"로카의 장기말들, 초원의 띠로 가는 비행선을 타려면 승강장으로 올라가면 된다레레. 탑승장을 잘 확인하고 타는 게 좋을 거다레레. 좋은 여행이 되길 바란다레레.",1031
6036,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려줘서 정말 편리하다레레.,1031
6037,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다레레.,1288
6049,뜨거운 용암이 흐르는 곳에 무엇인가 있는것 같습니다.,1947
6050,이 알 수 없는 환청은 뭐지?,1947
6051,더는 이 땅을 더럽히지 말고 떠나!,1786
6052,이곳에 정차하는 마차는 여기서부터 매사냥 고원까지 순환하는 마차다라라.,985
6053,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려줘서 정말 편리하다라라.,985
6054,으음? 무척 배고파 보이네? 하지만 @ITEM_NAME(13930)이 없이는 도시락을 완성할 수 없어!,385
6055,무슨 일이야? 힘들어 보여.,387
6056,소란을 피우는 @PC_RACE(0)시로군. 자네의 쿵쾅거리는 발소리가 여기까지 들렸네.,399
6057,자네 참 활기차군. 목소리가 호랑이눈 떠나갈 듯 울려 퍼지니 말이야.,399
6058,나라야나들이 대단한 보물을 숨겨놨다던데... 들은 적 있소?,547
6059,도대체 어떤 걸까... 궁금해서 참을 수 없소.,547
6060,이곳에 정차하는 마차는 쇠모루 마을부터 마하데비까지 순환하는 마차다레레.,987
6061,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려준다레레. 정말 편리하다레레.,987
6062,나라야나와 친하게 지내야 호랑이 눈에서 편히 지낼 수 있을 거야.,400
6063,조심해! 나리야나 상인들이 요새 심기가 불편해.,400
6064,진짜예요! @DOODAD_NAME(1414) 몸속을 뒤져보라고요!,402
6065,소문 들었습니까? 나라야나들이 숨겨 놓은 보물의 땅 이름이 할 하파라더군요.,406
6066,나라야나들은 항상 금을 가지고 다녀요. 그게 이곳 어딘가에서 얻어진다고 하더라고요.,406
6069,난 커서 @PC_CLASS(0)|1이;가; 될 거야!,409
6070,우리 아이들을 아직 찾지 못했어? 다리 건너로 한 번 더 찾아봐 줄래?,412
6071,아휴! 속상해. 꼬맹이들은 어딜 또 간 거야!,412
6072,할 하파에 가고 싶다고 하지 않았어? 산에 올라가면 바로 나오는데...,414
6073,@NPC_NAME(3362)를 물안개 숲에서 다 쫓아내야 해!,425
6074,거미숲 안에서 푸른 전나무회를 보지 못 했어?,434
6075,도시락은 뭐니뭐니해도 누님의 도시락이 최고지.,438
6076,작동 이상! 작동 이상!,531
6077,말 걸지 마!,531
6109,"보름 가프리온 님이라면 아마도 하트 바위가 보이는 곳에 계실 것이오. 가는 길을 잘 모른다면, 지하 하수도 길을 따라서 계속 가보시오. 좀 복잡하긴 해도 찾을 수 있을 거요.",1959
6110,당신 손에 낀 반지의 정체가 궁금하다면 고고학자나 밤의 이야기꾼을 찾아가서 물어보시오. ,1956
6111,당신 손에 낀 반지의 정체가 궁금하다면 고고학자나 밤의 이야기꾼을 찾아가서 물어보시오. ,1955
6112,보름 가프리온 님을 찾는단 말입니까? 그분은 아마도 사별한 부인에게 청혼했던 곳에서 누이 여신의 품으로 떠난 부인을 생각하고 계실 겁니다.,1958
6113,그 반지... 음... 당신이 끼고 있는 그 반지에 대해서 내 친구가 이야기를해준 적이 있습니다. 그 친구가 원대륙 누이마리에 있으니 한번 찾아가 보십시오.  ,1951
6114,그 반지... 음... 당신이 끼고 있는 그 반지에 대해서 내 친구가 이야기를해준 적이 있습니다. 그 친구가 원대륙 누이마리에 있으니 한번 찾아가 보십시오.,1952
6115,그 반지... 음... 당신이 끼고 있는 그 반지에 대해서 내 친구가 이야기를해준 적이 있습니다. 그 친구가 원대륙 누이마리에 있으니 한번 찾아가 보십시오.,1950
6116,원대륙에 가보면 용암이 끓어오르는 곳 한가운데에 작은 바위가 있고 그 바위에 검이 꽂혀 있는 곳이 있다고 하더군요. 그 검은 운명의 이끌림을 받은 자만이 뽑을 수 있다고 합니다.,1954
6117,원대륙에 가보면 용암이 끓어오르는 곳 한가운데에 작은 바위가 있고 그 바위에 검이 꽂혀 있는 곳이 있다고 하더군요. 그 검은 운명의 이끌림을 받은 자만이 뽑을 수 있다고 합니다.,1953
6123,당신의 손에 있는 그 반지는 매우 특별한 고대의 힘을 품고 있는 것 같습니다. 그런데 그 힘이 완전해 보이진 않네요. 원대륙에 가보면 뭔가를 알아낼 수 있지 않을까요?,1961
6124,당신 손에 있는 반지에서 고대의 마법이 느껴집니다. 하지만 그 마법이 어떤 힘인지는 정확히 모르겠네요. 어쩌면 고고학자들이 그 반지를 알지도 모릅니다.,1960
6131,당신이 손에 낀 그 반지! 내가 원대륙의 전설을 사람들에게 노래할 때 등장한 바로 그 반지와 비슷한 모습이군요. 델피나드의 마법사가 만들었다는 그 전설의 반지를 닮은 거 같습니다.,1964
6132,당신의 손에 있는 반지가 매우 특별해 보이는군요. 델피나드의 위대한 마법사가 죽은 왕녀를 봉인하기 위해 만들었다는 그 반지와 닮았습니다.,1965
6133,반지는 사랑의 증표를 의미하지요. 그런데 당신의 손에 있는 그 반지는 사랑의 증표가 아닌 거 같습니다. 고고학자들이 좋아할 만한 과거의 유물인 것 같습니다.,1966
6134,어머! 그 반지! 제가 밤의 요정이 되기 전에 아카데미에서 본 역사책에서 봤던 것과 비슷한 모양인 거 같아요. 원대륙에 어떤 왕녀를 봉인했다는 반지였는데...,1967
6135,"제가 지금은 이렇게 밤의 요정이 돼서 환락가를 전전하고 있는 신세지만, 그렇다고 절 무시하진 마세요. 한때는 교양이 넘치는 요조숙녀였던 시절도 있으니까요...",1967
6136,당신 손에 있는 그 반지! 내가 마누라 몰래 술 사서 먹느라 팔아먹었던 것과 비슷하게 생겼는걸! 그때 내가 고고학자 놈에게 그 반지를 팔았는데 말이야...,1968
6137,"당신 손에 있는 그 반지는 원대륙 시절의 제작 양식으로 만들어진 거로군요. 최근에 복원한 반지 같은데, 범상치 않은 물건인 거 같습니다. 하버마스 그 친구라면 잘 알지도...",1969
6144,당신이 끼고 있는 반지를 보니 과거 원대륙에서 유행했던 모습을 모방해서 복원한 것으로 보입니다. 그런데 좀 어설프게 복원한 거 같네요. ,1970
6145,크크크... 먹잇감이 나타났군!,1742
6146,@NPC_NAME(5774)를 찾았구나! 이제 산에서 내려가야지!,447
6147,우리 집에 놀러 오세요.,1828
6148,혹시 제 장신구 못 보셨나요. 오는 길에 떨어트렸나 봐요.,1829
6149,"할 하파로 어떻게 가냐고 물으셔도, 딱히 방법을 알려드릴 수가 없어요.",717
